Driver,Team,LapNumber,micro_sector,Speed,Throttle,Brake,rpm,TyreLife,AirTemp,LapTimeSeconds,TimeSeconds
VER,Red Bull Racing,1,0,50.92307692307692,44.07692307692308,7.6923076923076925,7850.307692307692,0.0,27.0,92.594,3.434000000000001
ZHO,Alfa Romeo,1,0,48.53846153846154,41.0,7.6923076923076925,7429.538461538462,0.0,27.0,101.297,3.456999999999997
PIA,McLaren,1,0,51.92307692307692,48.15384615384615,0.0,7937.615384615385,0.0,27.0,94.328,3.6879999999999917
TSU,AlphaTauri,1,0,46.69230769230769,50.30769230769231,0.0,7331.461538461538,0.0,27.0,96.203,3.442000000000011
NOR,McLaren,1,0,54.0,50.69230769230769,0.0,7723.307692307692,0.0,27.0,94.844,3.483999999999984
MAG,Haas F1 Team,1,0,46.92307692307692,43.53846153846154,0.0,8221.384615384615,0.0,27.0,101.985,3.4649999999999928
RUS,Mercedes,1,0,47.46153846153846,42.53846153846154,0.0,7477.307692307692,0.0,27.0,95.235,3.554999999999996
ALO,Aston Martin,1,0,54.46153846153846,46.61538461538461,0.0,7960.076923076923,0.0,27.0,96.516,3.515000000000004
SAR,Williams,1,0,46.0,41.0,7.6923076923076925,7906.076923076923,1.0,27.0,102.485,3.4849999999999888
HUL,Haas F1 Team,1,0,48.61538461538461,43.53846153846154,0.0,8720.307692307691,0.0,27.0,99.828,3.428000000000001
STR,Aston Martin,1,0,50.15384615384615,42.23076923076923,7.6923076923076925,7630.692307692308,1.0,27.0,99.078,3.3979999999999997
GAS,Alpine,1,0,54.76923076923077,56.46153846153846,0.0,8288.846153846154,0.0,27.0,96.953,3.4320000000000057
HAM,Mercedes,1,0,55.0,45.15384615384615,0.0,7722.846153846154,0.0,27.0,97.672,3.5109999999999992
OCO,Alpine,1,0,52.69230769230769,49.53846153846154,0.0,8064.692307692308,0.0,27.0,98.844,3.6829999999999963
LEC,Ferrari,1,0,50.333333333333336,52.25,0.0,8391.5,0.0,27.0,93.485,3.1249999999999822
PER,Red Bull Racing,1,0,51.92307692307692,44.15384615384615,0.0,7762.846153846154,0.0,27.0,98.485,3.483999999999998
SAI,Ferrari,1,0,54.46153846153846,49.76923076923077,0.0,7774.461538461538,0.0,27.0,100.172,3.571999999999992
ALB,Williams,1,0,45.84615384615385,30.692307692307693,7.6923076923076925,8222.846153846154,1.0,27.0,101.0,3.5199999999999854
BOT,Alfa Romeo,1,0,55.0,47.0,0.0,7649.538461538462,0.0,27.0,100.75,3.629999999999999
RIC,AlphaTauri,1,0,50.38461538461539,54.0,0.0,7747.307692307692,0.0,27.0,100.391,3.470999999999993
LEC,Ferrari,1,1,146.25,98.25,0.0,10906.25,0.0,27.0,93.485,1.361
HUL,Haas F1 Team,1,1,146.8,97.4,0.0,11565.6,0.0,27.0,99.828,1.4
ZHO,Alfa Romeo,1,1,152.8,98.2,0.0,10712.6,0.0,27.0,101.297,1.4
NOR,McLaren,1,1,156.5,99.0,0.0,10776.0,0.0,27.0,94.844,1.241
SAI,Ferrari,1,1,155.25,95.0,0.0,11493.25,0.0,27.0,100.172,1.241
RIC,AlphaTauri,1,1,154.25,98.0,0.0,10585.25,0.0,27.0,100.391,1.241
PER,Red Bull Racing,1,1,156.75,99.25,0.0,10879.0,0.0,27.0,98.485,1.241
ALB,Williams,1,1,136.6,81.2,0.0,11383.2,1.0,27.0,101.0,1.4
VER,Red Bull Racing,1,1,154.75,100.0,0.0,10793.75,0.0,27.0,92.594,1.241
SAR,Williams,1,1,149.6,97.0,0.0,11310.6,1.0,27.0,102.48499999999999,1.4
STR,Aston Martin,1,1,148.4,96.2,0.0,11543.0,1.0,27.0,99.078,1.4
HAM,Mercedes,1,1,156.0,100.0,0.0,12305.5,0.0,27.0,97.672,1.241
OCO,Alpine,1,1,154.75,100.0,0.0,10556.75,0.0,27.0,98.844,1.241
TSU,AlphaTauri,1,1,153.6,100.0,0.0,11126.0,0.0,27.0,96.203,1.4
PIA,McLaren,1,1,147.25,93.5,0.0,10889.75,0.0,27.0,94.328,1.241
GAS,Alpine,1,1,158.0,100.0,0.0,10533.75,0.0,27.0,96.953,1.241
ALO,Aston Martin,1,1,151.5,99.25,0.0,11513.0,0.0,27.0,96.516,1.241
RUS,Mercedes,1,1,154.8,100.0,0.0,11439.6,0.0,27.0,95.235,1.4
MAG,Haas F1 Team,1,1,150.0,100.0,0.0,11216.2,0.0,27.0,101.985,1.4
BOT,Alfa Romeo,1,1,155.0,92.75,0.0,10921.0,0.0,27.0,100.75,1.241
LEC,Ferrari,1,2,192.25,99.0,0.0,11087.0,0.0,27.0,93.485,0.959
PIA,McLaren,1,2,185.33333333333334,99.0,0.0,10914.333333333334,0.0,27.0,94.32800000000002,0.759
VER,Red Bull Racing,1,2,187.33333333333334,100.0,0.0,11346.666666666666,0.0,27.0,92.594,0.759
BOT,Alfa Romeo,1,2,188.0,100.0,0.0,11286.666666666666,0.0,27.0,100.75,0.759
GAS,Alpine,1,2,191.33333333333334,100.0,0.0,11061.333333333334,0.0,27.0,96.95300000000002,0.759
NOR,McLaren,1,2,193.33333333333334,99.0,0.0,11640.333333333334,0.0,27.0,94.844,0.759
PER,Red Bull Racing,1,2,188.66666666666666,100.0,0.0,11301.0,0.0,27.0,98.485,0.759
OCO,Alpine,1,2,193.66666666666666,100.0,0.0,11355.333333333334,0.0,27.0,98.844,0.759
ALO,Aston Martin,1,2,187.0,99.66666666666667,0.0,11357.666666666666,0.0,27.0,96.516,0.759
HAM,Mercedes,1,2,191.0,100.0,0.0,11458.0,0.0,27.0,97.67199999999998,0.759
RIC,AlphaTauri,1,2,188.66666666666666,100.0,0.0,11102.666666666666,0.0,27.0,100.391,0.759
SAI,Ferrari,1,2,188.66666666666666,100.0,0.0,11450.333333333334,0.0,27.0,100.17199999999998,0.759
SAR,Williams,1,2,195.66666666666666,100.0,0.0,11294.666666666666,1.0,27.0,102.485,1.0
RUS,Mercedes,1,2,193.0,100.0,0.0,11394.5,0.0,27.0,95.235,0.6
TSU,AlphaTauri,1,2,196.33333333333334,100.0,0.0,11142.0,0.0,27.0,96.20300000000002,1.0
HUL,Haas F1 Team,1,2,191.0,100.0,0.0,11462.333333333334,0.0,27.0,99.82800000000002,1.0
STR,Aston Martin,1,2,188.0,99.33333333333333,0.0,11547.666666666666,1.0,27.0,99.07800000000002,1.0
ALB,Williams,1,2,186.25,100.0,0.0,11324.5,1.0,27.0,101.0,1.16
MAG,Haas F1 Team,1,2,195.0,100.0,0.0,11435.0,0.0,27.0,101.985,1.0
ZHO,Alfa Romeo,1,2,197.33333333333334,100.0,0.0,11268.666666666666,0.0,27.0,101.29699999999998,1.0
NOR,McLaren,1,3,218.0,98.66666666666667,0.0,11462.333333333334,0.0,27.0,94.844,0.88
GAS,Alpine,1,3,215.0,100.0,0.0,10970.666666666666,0.0,27.0,96.95300000000002,0.88
ALO,Aston Martin,1,3,210.33333333333334,100.0,0.0,11369.333333333334,0.0,27.0,96.516,0.88
BOT,Alfa Romeo,1,3,219.33333333333334,100.0,0.0,11696.0,0.0,27.0,100.75,0.88
PIA,McLaren,1,3,212.33333333333334,99.0,0.0,11249.0,0.0,27.0,94.32800000000002,0.88
HAM,Mercedes,1,3,212.66666666666666,100.0,0.0,11625.333333333334,0.0,27.0,97.67199999999998,0.88
LEC,Ferrari,1,3,219.66666666666666,99.0,0.0,11286.0,0.0,27.0,93.485,0.88
PER,Red Bull Racing,1,3,216.66666666666666,100.0,0.0,11170.666666666666,0.0,27.0,98.485,0.88
VER,Red Bull Racing,1,3,213.66666666666666,100.0,0.0,11001.0,0.0,27.0,92.594,0.88
RIC,AlphaTauri,1,3,215.0,100.0,0.0,11169.333333333334,0.0,27.0,100.391,0.88
OCO,Alpine,1,3,218.66666666666666,100.0,0.0,11077.0,0.0,27.0,98.844,0.88
SAI,Ferrari,1,3,215.0,99.66666666666667,0.0,11440.333333333334,0.0,27.0,100.17199999999998,0.88
RUS,Mercedes,1,3,214.0,100.0,0.0,11368.666666666666,0.0,27.0,95.235,0.88
TSU,AlphaTauri,1,3,219.0,86.66666666666667,0.0,11159.333333333334,0.0,27.0,96.20300000000002,0.8400000000000001
HUL,Haas F1 Team,1,3,203.0,22.666666666666668,66.66666666666667,10525.666666666666,0.0,27.0,99.82800000000002,0.8400000000000001
SAR,Williams,1,3,218.33333333333334,100.0,0.0,11372.333333333334,1.0,27.0,102.485,0.8400000000000001
ZHO,Alfa Romeo,1,3,223.66666666666666,100.0,0.0,11238.0,0.0,27.0,101.29699999999998,0.8400000000000001
STR,Aston Martin,1,3,215.66666666666666,99.0,0.0,11518.666666666666,1.0,27.0,99.07800000000002,0.8400000000000001
MAG,Haas F1 Team,1,3,221.0,99.33333333333333,0.0,11134.0,0.0,27.0,101.985,0.8400000000000001
ALB,Williams,1,3,215.0,100.0,0.0,11523.0,1.0,27.0,101.0,0.6799999999999999
HAM,Mercedes,1,4,237.33333333333334,94.0,0.0,11190.333333333334,0.0,27.0,97.67199999999998,0.96
NOR,McLaren,1,4,201.33333333333334,0.0,100.0,12018.666666666666,0.0,27.0,94.844,0.96
VER,Red Bull Racing,1,4,210.66666666666666,33.333333333333336,66.66666666666667,10739.666666666666,0.0,27.0,92.594,0.96
BOT,Alfa Romeo,1,4,239.66666666666666,100.0,0.0,11065.333333333334,0.0,27.0,100.75,0.96
GAS,Alpine,1,4,218.33333333333334,32.666666666666664,66.66666666666667,10925.333333333334,0.0,27.0,96.95300000000002,0.96
RUS,Mercedes,1,4,200.5,50.0,75.0,10236.5,0.0,27.0,95.235,1.28
RIC,AlphaTauri,1,4,235.0,66.66666666666667,33.333333333333336,10523.0,0.0,27.0,100.391,0.96
LEC,Ferrari,1,4,198.66666666666666,33.0,100.0,10236.333333333334,0.0,27.0,93.485,0.96
PIA,McLaren,1,4,202.0,0.0,100.0,11219.0,0.0,27.0,94.32800000000002,0.96
ALO,Aston Martin,1,4,222.0,66.33333333333333,33.333333333333336,10939.333333333334,0.0,27.0,96.516,0.96
SAI,Ferrari,1,4,233.0,82.66666666666667,66.66666666666667,10732.0,0.0,27.0,100.17199999999998,0.96
OCO,Alpine,1,4,224.0,42.0,100.0,11220.333333333334,0.0,27.0,98.844,0.96
PER,Red Bull Racing,1,4,229.33333333333334,51.333333333333336,66.66666666666667,11636.666666666666,0.0,27.0,98.485,0.96
MAG,Haas F1 Team,1,4,238.0,99.0,0.0,10951.5,0.0,27.0,101.985,0.6
HUL,Haas F1 Team,1,4,204.33333333333334,45.0,0.0,10718.333333333334,0.0,27.0,99.82800000000002,0.9199999999999999
STR,Aston Martin,1,4,233.0,99.0,0.0,11072.0,1.0,27.0,99.078,0.6
ALB,Williams,1,4,228.66666666666666,66.66666666666667,66.66666666666667,10658.666666666666,1.0,27.0,101.0,0.9199999999999999
SAR,Williams,1,4,237.0,100.0,0.0,11213.0,1.0,27.0,102.485,0.6
TSU,AlphaTauri,1,4,200.0,0.0,100.0,11078.333333333334,0.0,27.0,96.20300000000002,0.9199999999999999
ZHO,Alfa Romeo,1,4,241.5,100.0,0.0,11098.5,0.0,27.0,101.297,0.6
NOR,McLaren,1,5,149.4,0.6,80.0,10467.0,0.0,27.0,94.844,1.3199999999999998
MAG,Haas F1 Team,1,5,250.33333333333334,54.333333333333336,66.66666666666667,11257.0,0.0,27.0,101.985,0.72
RIC,AlphaTauri,1,5,200.25,0.0,100.0,10411.25,0.0,27.0,100.391,1.08
STR,Aston Martin,1,5,227.5,24.75,75.0,10531.5,1.0,27.0,99.078,1.08
PIA,McLaren,1,5,157.2,0.0,80.0,10787.0,0.0,27.0,94.328,1.3199999999999998
ALO,Aston Martin,1,5,165.2,1.6,80.0,11328.8,0.0,27.0,96.516,1.3199999999999998
VER,Red Bull Racing,1,5,148.4,3.4,60.0,10161.6,0.0,27.0,92.594,1.3199999999999998
BOT,Alfa Romeo,1,5,248.0,48.333333333333336,66.66666666666667,11108.333333333334,0.0,27.0,100.75,0.72
LEC,Ferrari,1,5,133.4,2.4,80.0,9690.4,0.0,27.0,93.485,1.3199999999999998
SAR,Williams,1,5,251.66666666666666,66.66666666666667,33.333333333333336,11694.666666666666,1.0,27.0,102.485,0.72
SAI,Ferrari,1,5,219.0,15.333333333333334,100.0,9885.333333333334,0.0,27.0,100.17199999999998,0.72
ZHO,Alfa Romeo,1,5,250.66666666666666,51.0,66.66666666666667,11271.0,0.0,27.0,101.29699999999998,0.72
PER,Red Bull Racing,1,5,171.25,0.0,100.0,10303.5,0.0,27.0,98.485,1.08
GAS,Alpine,1,5,165.25,0.0,100.0,10679.0,0.0,27.0,96.953,1.08
HAM,Mercedes,1,5,209.33333333333334,5.0,100.0,9800.666666666666,0.0,27.0,97.67199999999998,0.72
OCO,Alpine,1,5,180.25,3.0,100.0,10255.5,0.0,27.0,98.844,1.08
HUL,Haas F1 Team,1,5,160.0,0.0,100.0,9961.4,0.0,27.0,99.828,1.28
RUS,Mercedes,1,5,127.33333333333333,12.666666666666666,33.333333333333336,9021.333333333334,0.0,27.0,95.235,1.52
TSU,AlphaTauri,1,5,145.8,0.0,100.0,10033.4,0.0,27.0,96.203,1.28
ALB,Williams,1,5,198.0,0.0,75.0,9561.0,1.0,27.0,101.0,1.0
HAM,Mercedes,1,6,140.0,3.8333333333333335,83.33333333333333,10411.833333333334,0.0,27.0,97.67199999999998,1.52
BOT,Alfa Romeo,1,6,195.66666666666666,0.0,100.0,9083.0,0.0,27.0,100.75,0.88
ZHO,Alfa Romeo,1,6,204.0,0.0,75.0,9680.0,0.0,27.0,101.297,1.12
SAR,Williams,1,6,190.6,0.0,100.0,9650.4,1.0,27.0,102.48499999999999,1.3599999999999999
MAG,Haas F1 Team,1,6,188.6,0.0,100.0,9787.2,0.0,27.0,101.985,1.3599999999999999
SAI,Ferrari,1,6,173.6,2.2,100.0,10141.6,0.0,27.0,100.172,1.3599999999999999
GAS,Alpine,1,6,116.28571428571429,3.2857142857142856,71.42857142857143,7995.714285714285,0.0,27.0,96.953,1.6
PER,Red Bull Racing,1,6,115.42857142857143,4.428571428571429,28.571428571428573,9514.42857142857,0.0,27.0,98.485,1.6
RIC,AlphaTauri,1,6,148.4,0.0,100.0,9625.2,0.0,27.0,100.391,1.16
STR,Aston Martin,1,6,143.6,1.6,100.0,9587.6,1.0,27.0,99.078,1.16
OCO,Alpine,1,6,127.83333333333333,9.666666666666666,66.66666666666667,8584.833333333334,0.0,27.0,98.844,1.44
LEC,Ferrari,1,6,123.83333333333333,59.5,0.0,9573.5,0.0,27.0,93.485,1.36
ALB,Williams,1,6,138.83333333333334,0.0,100.0,8919.166666666666,1.0,27.0,101.0,1.36
ALO,Aston Martin,1,6,131.33333333333334,24.5,16.666666666666668,9792.166666666666,0.0,27.0,96.516,1.36
PIA,McLaren,1,6,130.83333333333334,25.833333333333332,33.333333333333336,9389.166666666666,0.0,27.0,94.32800000000002,1.36
NOR,McLaren,1,6,128.16666666666666,26.833333333333332,16.666666666666668,9244.166666666666,0.0,27.0,94.844,1.36
VER,Red Bull Racing,1,6,145.83333333333334,79.5,0.0,10317.5,0.0,27.0,92.594,1.36
TSU,AlphaTauri,1,6,114.66666666666667,23.833333333333332,0.0,8311.0,0.0,27.0,96.20300000000002,1.48
HUL,Haas F1 Team,1,6,118.0,12.833333333333334,16.666666666666668,8829.166666666666,0.0,27.0,99.82800000000002,1.48
BOT,Alfa Romeo,1,7,122.14285714285714,0.0,85.71428571428571,8290.142857142857,0.0,27.0,100.75,1.8010000000000002
ZHO,Alfa Romeo,1,7,140.66666666666666,0.0,100.0,9144.166666666666,0.0,27.0,101.29699999999998,1.5610000000000002
RUS,Mercedes,1,6,118.6,51.0,0.0,8986.8,0.0,27.0,95.235,1.2400000000000002
SAR,Williams,1,7,128.83333333333334,0.0,100.0,8770.166666666666,1.0,27.0,102.485,1.5210000000000001
MAG,Haas F1 Team,1,7,126.0,4.0,83.33333333333333,8995.833333333334,0.0,27.0,101.985,1.5210000000000001
SAI,Ferrari,1,7,123.0,12.666666666666666,50.0,8981.833333333334,0.0,27.0,100.17199999999998,1.5210000000000001
RIC,AlphaTauri,1,7,108.33333333333333,7.0,50.0,7555.333333333333,0.0,27.0,100.391,1.681
STR,Aston Martin,1,7,115.16666666666667,23.5,16.666666666666668,8437.0,1.0,27.0,99.07800000000002,1.681
HAM,Mercedes,1,7,123.0,42.8,0.0,9946.8,0.0,27.0,97.672,1.3610000000000002
OCO,Alpine,1,7,109.6,33.2,20.0,7791.4,0.0,27.0,98.844,1.401
VER,Red Bull Racing,1,7,188.33333333333334,100.0,0.0,11319.666666666666,0.0,27.0,92.594,0.921
ALB,Williams,1,7,103.16666666666667,11.333333333333334,33.333333333333336,7459.666666666667,1.0,27.0,101.0,2.0
PER,Red Bull Racing,1,7,116.6,46.8,0.0,8729.6,0.0,27.0,98.485,1.6800000000000002
ALO,Aston Martin,1,7,140.75,75.5,0.0,10695.5,0.0,27.0,96.516,1.241
PIA,McLaren,1,7,153.5,89.0,0.0,11155.75,0.0,27.0,94.328,1.241
NOR,McLaren,1,7,151.0,93.75,0.0,10974.25,0.0,27.0,94.844,1.241
LEC,Ferrari,1,7,167.5,99.0,0.0,11265.25,0.0,27.0,93.485,1.241
GAS,Alpine,1,7,113.6,59.4,0.0,8267.0,0.0,27.0,96.953,1.6800000000000002
RUS,Mercedes,1,7,162.25,100.0,0.0,11351.25,0.0,27.0,95.235,1.28
HUL,Haas F1 Team,1,7,127.8,51.6,0.0,9689.8,0.0,27.0,99.828,1.6
TSU,AlphaTauri,1,7,137.25,80.75,0.0,10190.25,0.0,27.0,96.203,1.28
ZHO,Alfa Romeo,1,8,105.66666666666667,30.333333333333332,33.333333333333336,7929.166666666667,0.0,27.0,101.29699999999998,1.839
BOT,Alfa Romeo,1,8,98.0,38.833333333333336,0.0,7529.0,0.0,27.0,100.75,1.839
SAI,Ferrari,1,8,120.2,51.4,0.0,9299.6,0.0,27.0,100.172,1.639
MAG,Haas F1 Team,1,8,121.6,45.2,20.0,9181.2,0.0,27.0,101.985,1.639
HAM,Mercedes,1,8,153.0,78.75,0.0,10765.5,0.0,27.0,97.672,1.399
VER,Red Bull Racing,1,8,210.5,100.0,0.0,10812.5,0.0,27.0,92.594,0.759
SAR,Williams,1,8,103.0,21.2,0.0,7656.2,1.0,27.0,102.48499999999999,1.639
ALO,Aston Martin,1,8,182.66666666666666,99.0,0.0,10880.0,0.0,27.0,96.516,1.079
LEC,Ferrari,1,8,206.0,99.0,0.0,10957.5,0.0,27.0,93.485,0.759
PIA,McLaren,1,8,197.0,99.0,0.0,10502.0,0.0,27.0,94.32800000000002,1.079
STR,Aston Martin,1,8,142.75,84.25,0.0,10588.75,1.0,27.0,99.078,1.319
NOR,McLaren,1,8,196.33333333333334,99.0,0.0,11358.666666666666,0.0,27.0,94.844,1.079
OCO,Alpine,1,8,144.75,94.75,0.0,10324.25,0.0,27.0,98.844,1.319
RIC,AlphaTauri,1,8,115.4,57.8,0.0,8748.0,0.0,27.0,100.391,1.719
TSU,AlphaTauri,1,8,183.33333333333334,100.0,0.0,11241.0,0.0,27.1,96.20300000000002,0.88
VER,Red Bull Racing,1,9,228.66666666666666,100.0,0.0,11380.333333333334,0.0,27.1,92.594,0.88
GAS,Alpine,1,8,159.33333333333334,100.0,0.0,10846.333333333334,0.0,27.1,96.95300000000002,0.88
PER,Red Bull Racing,1,8,159.0,100.0,0.0,11244.0,0.0,27.1,98.485,0.88
RUS,Mercedes,1,8,202.33333333333334,100.0,0.0,11291.333333333334,0.0,27.1,95.235,0.88
LEC,Ferrari,1,9,223.66666666666666,99.0,0.0,11193.666666666666,0.0,27.1,93.485,0.96
ALB,Williams,1,8,127.6,55.4,0.0,9741.0,1.0,27.1,101.0,1.48
HUL,Haas F1 Team,1,8,164.66666666666666,100.0,0.0,11193.666666666666,0.0,27.1,99.82800000000002,0.96
ALO,Aston Martin,1,9,211.0,99.0,0.0,11442.0,0.0,27.1,96.516,0.64
PIA,McLaren,1,9,220.5,99.0,0.0,11303.0,0.0,27.1,94.328,0.64
NOR,McLaren,1,9,217.5,99.0,0.0,11483.0,0.0,27.1,94.844,0.64
HAM,Mercedes,1,9,185.33333333333334,95.0,0.0,11102.333333333334,0.0,27.1,97.67199999999998,0.96
RUS,Mercedes,1,9,225.0,95.66666666666667,0.0,11015.0,0.0,27.1,95.235,0.92
STR,Aston Martin,1,9,187.25,97.75,0.0,11489.25,1.0,27.1,99.078,1.1600000000000001
ZHO,Alfa Romeo,1,9,143.8,82.4,0.0,9997.4,0.0,27.1,101.297,1.4
BOT,Alfa Romeo,1,9,147.5,94.5,0.0,10962.75,0.0,27.1,100.75,1.1600000000000001
OCO,Alpine,1,9,193.5,100.0,0.0,11225.5,0.0,27.1,98.844,1.1600000000000001
SAR,Williams,1,9,140.8,89.4,0.0,10488.2,1.0,27.1,102.48499999999999,1.4
SAI,Ferrari,1,9,151.0,69.5,0.0,11073.5,0.0,27.1,100.172,1.1600000000000001
MAG,Haas F1 Team,1,9,150.25,72.0,0.0,11100.25,0.0,27.1,101.985,1.1600000000000001
PER,Red Bull Racing,1,9,198.75,100.0,0.0,11114.75,0.0,27.1,98.485,1.1600000000000001
GAS,Alpine,1,9,198.75,100.0,0.0,11164.0,0.0,27.1,96.953,1.1600000000000001
VER,Red Bull Racing,1,10,239.66666666666666,100.0,0.0,10860.666666666666,0.0,27.1,92.594,0.92
TSU,AlphaTauri,1,9,213.0,89.0,0.0,11043.333333333334,0.0,27.1,96.20300000000002,0.92
PIA,McLaren,1,10,234.0,98.66666666666667,0.0,10861.666666666666,0.0,27.1,94.32800000000002,0.76
HUL,Haas F1 Team,1,9,198.25,100.0,0.0,11391.0,0.0,27.1,99.828,1.0
NOR,McLaren,1,10,233.5,81.75,0.0,10808.25,0.0,27.1,94.844,1.0
LEC,Ferrari,1,10,239.33333333333334,99.0,0.0,11106.666666666666,0.0,27.1,93.485,0.76
ALO,Aston Martin,1,10,227.5,77.5,0.0,10469.5,0.0,27.1,96.516,1.0
RIC,AlphaTauri,1,9,161.5,100.0,0.0,11584.75,0.0,27.1,100.391,1.0
HAM,Mercedes,1,10,209.66666666666666,98.33333333333333,0.0,11447.666666666666,0.0,27.1,97.67199999999998,0.6799999999999999
VER,Red Bull Racing,1,11,245.0,100.0,0.0,11045.0,0.0,27.1,92.594,0.48
RUS,Mercedes,1,10,221.0,49.0,66.66666666666667,10499.666666666666,0.0,27.1,95.235,0.84
TSU,AlphaTauri,1,10,217.25,50.0,0.0,10925.25,0.0,27.1,96.203,1.0
ALB,Williams,1,9,170.5,93.0,0.0,11242.5,1.0,27.1,101.0,1.0
PIA,McLaren,1,11,243.25,97.0,0.0,11262.25,0.0,27.1,94.328,0.9199999999999999
MAG,Haas F1 Team,1,10,184.0,100.0,0.0,11791.25,0.0,27.1,101.985,0.9199999999999999
OCO,Alpine,1,10,220.25,100.0,0.0,11179.5,0.0,27.1,98.844,0.9199999999999999
SAI,Ferrari,1,10,190.25,100.0,0.0,11395.5,0.0,27.1,100.172,0.9199999999999999
GAS,Alpine,1,10,220.25,75.25,0.0,11140.75,0.0,27.1,96.953,0.9199999999999999
BOT,Alfa Romeo,1,10,189.5,100.0,0.0,11587.75,0.0,27.1,100.75,0.9199999999999999
LEC,Ferrari,1,11,246.0,99.0,0.0,11395.333333333334,0.0,27.1,93.485,0.76
STR,Aston Martin,1,10,210.33333333333334,99.0,0.0,11416.0,1.0,27.1,99.07800000000002,0.76
PER,Red Bull Racing,1,10,223.66666666666666,74.66666666666667,33.333333333333336,11271.0,0.0,27.1,98.485,0.76
ALO,Aston Martin,1,11,218.25,28.25,0.0,10164.75,0.0,27.1,96.516,0.96
ZHO,Alfa Romeo,1,10,190.5,100.0,0.0,10785.5,0.0,27.1,101.297,0.96
SAR,Williams,1,10,188.0,100.0,0.0,11321.0,1.0,27.1,102.485,0.96
VER,Red Bull Racing,1,12,253.75,100.0,0.0,11358.5,0.0,27.1,92.594,0.96
HUL,Haas F1 Team,1,10,207.75,34.25,25.0,10973.0,0.0,27.1,99.828,0.96
NOR,McLaren,1,11,234.66666666666666,93.66666666666667,0.0,10761.333333333334,0.0,27.1,94.844,0.6799999999999999
RIC,AlphaTauri,1,10,198.5,100.0,0.0,11441.0,0.0,27.1,100.391,0.96
HAM,Mercedes,1,11,223.0,73.0,25.0,10692.0,0.0,27.1,97.672,0.96
RUS,Mercedes,1,11,221.25,84.0,0.0,10600.25,0.0,27.1,95.235,0.8400000000000001
PER,Red Bull Racing,1,11,208.25,19.75,50.0,10566.5,0.0,27.1,98.485,0.92
TSU,AlphaTauri,1,11,215.25,76.25,0.0,11021.25,0.0,27.1,96.203,0.92
ALB,Williams,1,10,204.25,79.0,25.0,11142.0,1.0,27.1,101.0,0.92
STR,Aston Martin,1,11,215.25,57.25,50.0,10220.25,1.0,27.1,99.078,0.92
LEC,Ferrari,1,12,254.0,94.33333333333333,0.0,11202.0,0.0,27.1,93.485,0.68
BOT,Alfa Romeo,1,11,210.0,71.75,75.0,10996.25,0.0,27.1,100.75,0.92
OCO,Alpine,1,11,217.66666666666666,44.0,33.333333333333336,9597.666666666666,0.0,27.1,98.844,0.76
MAG,Haas F1 Team,1,11,212.5,83.0,0.0,11348.75,0.0,27.1,101.985,0.92
NOR,McLaren,1,12,241.66666666666666,99.33333333333333,0.0,11093.333333333334,0.0,27.1,94.844,0.76
PIA,McLaren,1,12,254.33333333333334,99.0,0.0,11493.0,0.0,27.1,94.32800000000002,0.76
GAS,Alpine,1,11,211.25,7.0,50.0,10533.5,0.0,27.1,96.953,0.92
SAI,Ferrari,1,11,220.0,86.5,25.0,11421.25,0.0,27.1,100.172,0.92
RIC,AlphaTauri,1,11,212.5,25.75,25.0,10595.75,0.0,27.1,100.391,0.92
ALO,Aston Martin,1,12,225.0,98.66666666666667,0.0,10711.0,0.0,27.1,96.516,0.64
HUL,Haas F1 Team,1,11,209.75,53.75,0.0,11133.75,0.0,27.1,99.828,0.92
ZHO,Alfa Romeo,1,11,215.0,69.0,50.0,10363.75,0.0,27.1,101.297,0.92
VER,Red Bull Racing,1,13,257.6666666666667,100.0,0.0,11179.666666666666,0.0,27.1,92.594,0.64
HAM,Mercedes,1,12,214.25,60.25,0.0,10179.75,0.0,27.1,97.672,0.92
SAR,Williams,1,11,212.25,75.0,25.0,11265.75,1.0,27.1,102.485,0.92
LEC,Ferrari,1,13,257.0,83.66666666666667,0.0,10385.666666666666,0.0,27.1,93.485,0.68
RUS,Mercedes,1,12,235.0,100.0,0.0,11158.0,0.0,27.1,95.235,0.68
PIA,McLaren,1,13,259.6666666666667,91.66666666666667,0.0,10389.0,0.0,27.1,94.32800000000002,0.6400000000000001
OCO,Alpine,1,12,202.25,53.5,0.0,8837.75,0.0,27.1,98.844,0.9600000000000001
ALB,Williams,1,11,202.0,14.0,25.0,10924.5,1.0,27.1,101.0,0.9600000000000001
NOR,McLaren,1,13,250.0,81.33333333333333,0.0,11377.666666666666,0.0,27.1,94.844,0.6400000000000001
STR,Aston Martin,1,12,203.5,49.25,25.0,9666.5,1.0,27.1,99.078,0.9600000000000001
PER,Red Bull Racing,1,12,205.25,84.5,0.0,10629.25,0.0,27.1,98.485,0.9600000000000001
TSU,AlphaTauri,1,12,223.66666666666666,100.0,0.0,11692.333333333334,0.0,27.1,96.20300000000002,0.6400000000000001
BOT,Alfa Romeo,1,12,189.4,39.6,80.0,9993.6,0.0,27.1,100.75,1.2000000000000002
GAS,Alpine,1,12,202.33333333333334,76.33333333333333,0.0,10385.333333333334,0.0,27.1,96.95300000000002,0.8
MAG,Haas F1 Team,1,12,210.75,22.0,100.0,9825.25,0.0,27.1,101.985,1.0
