Driver,Team,LapNumber,micro_sector,Speed,Throttle,Brake,rpm,TyreLife,AirTemp,LapTimeSeconds,TimeSeconds
BOT,Alfa Romeo,1,49,137.2,0.0,100.0,9688.0,0.0,27.1,100.75,1.44
ZHO,Alfa Romeo,1,49,159.75,0.0,100.0,9964.0,0.0,27.1,101.297,1.08
ALO,Aston Martin,1,50,73.625,26.625,0.0,7117.25,0.0,27.1,96.516,2.2800000000000002
SAR,Williams,1,49,156.6,0.0,100.0,9042.2,1.0,27.1,102.48499999999999,1.2
HAM,Mercedes,1,50,66.33333333333333,19.11111111111111,33.333333333333336,7010.888888888889,0.0,27.1,97.672,2.68
GAS,Alpine,1,50,76.0,27.125,0.0,7047.625,0.0,27.1,96.953,2.52
ALB,Williams,1,49,105.0,0.0,100.0,8102.666666666667,1.0,27.1,101.0,1.92
SAI,Ferrari,1,50,74.5,6.875,75.0,6314.125,0.0,27.1,100.172,2.52
RUS,Mercedes,1,50,96.66666666666667,37.166666666666664,0.0,7710.333333333333,0.0,27.1,95.235,1.92
OCO,Alpine,1,50,64.7,28.5,30.0,5993.7,0.0,27.1,98.844,2.96
VER,Red Bull Racing,1,51,108.4,70.4,0.0,8363.4,0.0,27.1,92.594,1.6800000000000002
ZHO,Alfa Romeo,1,50,76.22222222222223,0.8888888888888888,88.88888888888889,7285.888888888889,0.0,27.1,101.297,2.68
LEC,Ferrari,1,51,118.75,84.0,0.0,9450.25,0.0,27.1,93.485,1.28
PIA,McLaren,1,51,114.8,78.0,0.0,9039.2,0.0,27.1,94.328,1.6800000000000002
BOT,Alfa Romeo,1,50,60.0,10.0,50.0,5238.4,0.0,27.1,100.75,2.841
TSU,AlphaTauri,1,50,85.71428571428571,42.142857142857146,0.0,8034.714285714285,0.0,27.1,96.203,2.12
PER,Red Bull Racing,1,50,73.55555555555556,20.88888888888889,0.0,6158.666666666667,0.0,27.1,98.485,2.641
SAR,Williams,1,50,70.0,1.9,70.0,5765.7,1.0,27.1,102.48499999999999,2.9210000000000003
RIC,AlphaTauri,1,50,67.0,14.4,20.0,6056.1,0.0,27.1,100.391,2.9210000000000003
MAG,Haas F1 Team,1,50,71.625,6.125,50.0,6210.375,0.0,27.1,101.985,2.4010000000000002
STR,Aston Martin,1,50,74.66666666666667,16.88888888888889,33.333333333333336,6612.888888888889,1.0,27.1,99.078,2.641
NOR,McLaren,1,51,118.8,75.4,0.0,9005.8,0.0,27.1,94.844,1.6800000000000002
HUL,Haas F1 Team,1,50,75.1,26.5,0.0,7607.3,0.0,27.1,99.828,2.601
VER,Red Bull Racing,1,52,171.25,100.0,0.0,11532.5,0.0,27.1,92.594,1.08
ALO,Aston Martin,1,51,94.71428571428571,34.714285714285715,0.0,7412.142857142857,0.0,27.1,96.516,1.8410000000000002
RUS,Mercedes,1,51,129.2,79.6,0.0,9977.0,0.0,27.1,95.235,1.3210000000000002
LEC,Ferrari,1,52,176.4,99.0,0.0,10811.0,0.0,27.1,93.485,1.3210000000000002
ALB,Williams,1,50,64.1,9.0,20.0,5434.8,1.0,27.1,101.0,2.721
PIA,McLaren,1,52,169.0,99.0,0.0,10812.5,0.0,27.1,94.328,0.921
HAM,Mercedes,1,51,86.125,33.25,12.5,7876.125,0.0,27.1,97.672,2.121
SAI,Ferrari,1,51,78.77777777777777,30.666666666666668,11.11111111111111,7221.777777777777,0.0,27.1,100.172,2.4
NOR,McLaren,1,52,166.75,99.0,0.0,10594.0,0.0,27.1,94.844,0.9610000000000001
GAS,Alpine,1,51,91.375,41.375,0.0,8505.875,0.0,27.1,96.953,2.121
TSU,AlphaTauri,1,51,129.16666666666666,87.33333333333333,0.0,10305.333333333334,0.0,27.1,96.20300000000002,1.5210000000000001
VER,Red Bull Racing,1,53,203.75,100.0,0.0,11325.0,0.0,27.1,92.594,1.0010000000000001
OCO,Alpine,1,51,92.375,34.625,25.0,6946.625,0.0,27.1,98.844,2.16
ZHO,Alfa Romeo,1,51,73.66666666666667,26.11111111111111,11.11111111111111,7737.777777777777,0.0,27.1,101.297,2.3600000000000003
LEC,Ferrari,1,53,208.0,99.0,0.0,11295.0,0.0,27.1,93.485,0.8
RUS,Mercedes,1,52,176.75,100.0,0.0,10968.25,0.0,27.1,95.235,1.04
MAG,Haas F1 Team,1,51,73.27272727272727,17.545454545454547,9.090909090909092,6563.363636363636,0.0,27.1,101.985,2.719
PIA,McLaren,1,53,201.33333333333334,99.0,0.0,10686.0,0.0,27.1,94.32800000000002,0.8
NOR,McLaren,1,53,199.0,99.0,0.0,10768.0,0.0,27.1,94.844,0.8
STR,Aston Martin,1,51,89.5,46.75,0.0,8203.125,1.0,27.1,99.078,2.079
PER,Red Bull Racing,1,51,97.57142857142857,45.285714285714285,0.0,7493.571428571428,0.0,27.1,98.485,1.839
BOT,Alfa Romeo,1,51,89.55555555555556,23.444444444444443,0.0,7906.555555555556,0.0,27.1,100.75,2.239
ALO,Aston Martin,1,52,148.2,91.8,0.0,10847.2,0.0,27.1,96.516,1.359
RIC,AlphaTauri,1,51,76.8,28.4,10.0,7063.1,0.0,27.1,100.391,2.359
VER,Red Bull Racing,1,54,223.5,100.0,0.0,11642.5,0.0,27.1,92.594,0.52
SAR,Williams,1,51,80.8,21.1,0.0,6491.7,1.0,27.1,102.48499999999999,2.359
LEC,Ferrari,1,54,233.66666666666666,99.0,0.0,10803.666666666666,0.0,27.1,93.485,0.879
PIA,McLaren,1,54,224.66666666666666,99.0,0.0,10873.666666666666,0.0,27.1,94.32800000000002,0.879
VER,Red Bull Racing,1,55,242.0,100.0,0.0,11022.75,0.0,27.1,92.594,1.0390000000000001
RUS,Mercedes,1,53,211.66666666666666,100.0,0.0,11330.333333333334,0.0,27.1,95.235,0.839
HUL,Haas F1 Team,1,51,104.625,61.75,0.0,9650.75,0.0,27.1,99.828,1.839
TSU,AlphaTauri,1,52,176.0,100.0,0.0,10997.5,0.0,27.1,96.203,1.0390000000000001
NOR,McLaren,1,54,229.0,99.0,0.0,10816.5,0.0,27.1,94.844,1.0390000000000001
HAM,Mercedes,1,52,140.16666666666666,96.66666666666667,0.0,11441.166666666666,0.0,27.1,97.67199999999998,1.319
ALB,Williams,1,51,83.36363636363636,15.818181818181818,9.090909090909092,7309.636363636364,1.0,27.1,101.0,2.399
GAS,Alpine,1,52,146.0,96.8,0.0,10589.0,0.0,27.1,96.953,1.079
SAI,Ferrari,1,52,101.0,61.0,0.0,8584.555555555555,0.0,27.1,100.172,1.8800000000000001
LEC,Ferrari,1,55,248.33333333333334,99.0,0.0,11459.333333333334,0.0,27.1,93.485,0.64
PIA,McLaren,1,55,245.25,99.0,0.0,11249.0,0.0,27.1,94.328,0.8
RUS,Mercedes,1,54,230.75,100.0,0.0,10924.75,0.0,27.1,95.235,0.84
ALO,Aston Martin,1,53,187.6,99.0,0.0,11337.8,0.0,27.1,96.516,1.0
OCO,Alpine,1,52,133.16666666666666,90.83333333333333,0.0,10068.333333333334,0.0,27.1,98.844,1.32
VER,Red Bull Racing,1,56,256.0,100.0,0.0,11483.333333333334,0.0,27.1,92.594,0.64
TSU,AlphaTauri,1,53,201.75,100.0,0.0,11343.5,0.0,27.1,96.203,0.8
ZHO,Alfa Romeo,1,52,97.77777777777777,50.77777777777778,0.0,8566.777777777777,0.0,27.1,101.297,2.0
PER,Red Bull Racing,1,52,143.83333333333334,97.66666666666667,0.0,10618.333333333334,0.0,27.1,98.485,1.32
NOR,McLaren,1,55,245.0,99.0,0.0,11251.333333333334,0.0,27.1,94.844,0.64
STR,Aston Martin,1,52,147.0,98.0,0.0,10911.666666666666,1.0,27.1,99.07800000000002,1.24
LEC,Ferrari,1,56,259.3333333333333,99.0,0.0,10860.0,0.0,27.1,93.485,0.56
GAS,Alpine,1,53,184.4,100.0,0.0,10728.6,0.0,27.1,96.953,1.08
BOT,Alfa Romeo,1,52,113.71428571428571,73.28571428571429,0.0,10395.57142857143,0.0,27.1,100.75,1.6
PIA,McLaren,1,56,258.0,99.0,0.0,10898.0,0.0,27.1,94.32800000000002,0.72
MAG,Haas F1 Team,1,52,101.625,60.375,0.0,9187.75,0.0,27.1,101.985,1.84
RUS,Mercedes,1,55,247.25,100.0,0.0,11174.75,0.0,27.1,95.235,0.8400000000000001
HAM,Mercedes,1,53,191.6,100.0,0.0,11326.4,0.0,27.1,97.672,1.08
VER,Red Bull Racing,1,57,264.0,100.0,0.0,11004.333333333334,0.0,27.1,92.594,0.68
NOR,McLaren,1,56,258.5,99.0,0.0,10826.75,0.0,27.1,94.844,0.8400000000000001
SAR,Williams,1,52,105.57142857142857,50.57142857142857,0.0,8092.285714285715,1.0,27.1,102.485,1.6800000000000002
TSU,AlphaTauri,1,54,231.0,100.0,0.0,11775.0,0.0,27.1,96.203,0.92
RIC,AlphaTauri,1,52,116.5,80.66666666666667,0.0,10265.666666666666,0.0,27.1,100.391,1.52
ALO,Aston Martin,1,54,219.25,99.0,0.0,10898.75,0.0,27.1,96.516,0.92
LEC,Ferrari,1,57,270.75,99.0,0.0,10903.0,0.0,27.1,93.485,0.92
HUL,Haas F1 Team,1,52,158.75,100.0,0.0,11776.0,0.0,27.1,99.828,0.92
PIA,McLaren,1,57,266.6666666666667,99.0,0.0,10726.666666666666,0.0,27.1,94.32800000000002,0.6
OCO,Alpine,1,53,177.25,100.0,0.0,10874.75,0.0,27.1,98.844,0.88
PER,Red Bull Racing,1,53,189.0,100.0,0.0,11076.25,0.0,27.1,98.485,1.0
VER,Red Bull Racing,1,58,271.0,100.0,0.0,10809.666666666666,0.0,27.1,92.594,0.68
GAS,Alpine,1,54,214.33333333333334,100.0,0.0,10975.666666666666,0.0,27.1,96.95300000000002,0.8400000000000001
RUS,Mercedes,1,56,259.5,100.0,0.0,10769.0,0.0,27.1,95.235,0.52
STR,Aston Martin,1,53,186.25,99.0,0.0,11394.5,1.0,27.1,99.078,1.0
SAI,Ferrari,1,53,161.5,96.5,0.0,10897.0,0.0,27.1,100.172,1.0
NOR,McLaren,1,57,268.0,99.0,0.0,10762.0,0.0,27.1,94.844,0.52
LEC,Ferrari,1,58,280.5,99.0,0.0,11292.0,0.0,27.1,93.485,0.6000000000000001
HUL,Haas F1 Team,1,53,196.75,100.0,0.0,11296.75,0.0,27.1,99.828,1.08
HAM,Mercedes,1,54,216.33333333333334,100.0,0.0,10954.333333333334,0.0,27.1,97.67199999999998,0.76
PIA,McLaren,1,58,276.6666666666667,99.0,0.0,11077.666666666666,0.0,27.1,94.32800000000002,0.76
ALB,Williams,1,52,130.0,82.25,0.0,10479.75,1.0,27.1,101.0,1.08
TSU,AlphaTauri,1,55,243.66666666666666,100.0,0.0,11367.333333333334,0.0,27.1,96.20300000000002,0.76
ALO,Aston Martin,1,55,239.66666666666666,99.0,0.0,11362.333333333334,0.0,27.1,96.516,0.76
OCO,Alpine,1,54,210.0,99.66666666666667,0.0,10822.333333333334,0.0,27.1,98.844,0.8
ZHO,Alfa Romeo,1,53,158.75,100.0,0.0,10949.25,0.0,27.1,101.297,1.2000000000000002
BOT,Alfa Romeo,1,53,168.0,100.0,0.0,11540.333333333334,0.0,27.1,100.75,0.8
NOR,McLaren,1,58,276.3333333333333,99.0,0.0,11059.0,0.0,27.1,94.844,0.8
VER,Red Bull Racing,1,59,279.0,100.0,0.0,11046.0,0.0,27.1,92.594,0.48
RUS,Mercedes,1,57,268.0,100.0,0.0,11089.0,0.0,27.1,95.235,0.8
GAS,Alpine,1,55,236.0,100.0,0.0,10696.333333333334,0.0,27.1,96.95300000000002,0.8800000000000001
PER,Red Bull Racing,1,54,222.0,100.0,0.0,11419.0,0.0,27.1,98.485,0.48
RIC,AlphaTauri,1,53,168.5,100.0,0.0,11343.75,0.0,27.1,100.391,1.04
LEC,Ferrari,1,59,286.0,99.0,0.0,11497.5,0.0,27.1,93.485,0.48
HAM,Mercedes,1,55,236.0,100.0,0.0,11304.666666666666,0.0,27.1,97.67199999999998,0.88
MAG,Haas F1 Team,1,53,166.5,95.75,0.0,11761.5,0.0,27.1,101.985,1.1600000000000001
SAI,Ferrari,1,54,197.66666666666666,99.0,0.0,11107.0,0.0,27.1,100.17199999999998,0.88
TSU,AlphaTauri,1,56,259.5,100.0,0.0,11591.0,0.0,27.1,96.203,0.72
SAR,Williams,1,53,162.75,100.0,0.0,10544.5,1.0,27.1,102.485,1.1600000000000001
VER,Red Bull Racing,1,60,283.6666666666667,100.0,0.0,11259.0,0.0,27.1,92.594,0.88
PIA,McLaren,1,59,284.0,99.0,0.0,11401.0,0.0,27.1,94.328,0.72
STR,Aston Martin,1,54,220.66666666666666,99.0,0.0,10960.666666666666,1.0,27.1,99.07800000000002,0.88
ALO,Aston Martin,1,56,250.5,99.0,0.0,10497.5,0.0,27.1,96.516,0.72
NOR,McLaren,1,59,281.5,99.0,0.0,11221.5,0.0,27.1,94.844,0.56
LEC,Ferrari,1,60,293.3333333333333,99.0,0.0,10409.333333333334,0.0,27.1,93.485,0.8400000000000001
PER,Red Bull Racing,1,55,231.33333333333334,100.0,0.0,11348.666666666666,0.0,27.1,98.485,0.8400000000000001
ALB,Williams,1,53,181.25,100.0,0.0,10987.25,1.0,27.1,101.0,1.2400000000000002
BOT,Alfa Romeo,1,54,200.66666666666666,100.0,0.0,11439.333333333334,0.0,27.1,100.75,0.8400000000000001
RUS,Mercedes,1,58,277.0,100.0,0.0,11486.0,0.0,27.1,95.235,0.56
OCO,Alpine,1,55,234.33333333333334,100.0,0.0,11174.666666666666,0.0,27.1,98.844,0.8400000000000001
HUL,Haas F1 Team,1,54,223.0,100.0,0.0,11378.0,0.0,27.1,99.82800000000002,0.8400000000000001
ALO,Aston Martin,1,57,260.0,99.0,0.0,10811.5,0.0,27.1,96.516,0.44000000000000006
GAS,Alpine,1,56,251.0,100.0,0.0,10932.5,0.0,27.1,96.953,0.44000000000000006
TSU,AlphaTauri,1,57,263.0,100.0,0.0,11683.0,0.0,27.1,96.203,0.44000000000000006
ZHO,Alfa Romeo,1,54,198.66666666666666,100.0,0.0,10689.0,0.0,27.1,101.29699999999998,0.8400000000000001
PIA,McLaren,1,60,289.0,99.0,0.0,11536.5,0.0,27.1,94.328,0.44000000000000006
SAI,Ferrari,1,55,223.33333333333334,99.0,0.0,11336.333333333334,0.0,27.1,100.17199999999998,0.9600000000000001
RUS,Mercedes,1,59,282.0,100.0,0.0,11239.0,0.0,27.1,95.235,0.68
RIC,AlphaTauri,1,54,201.66666666666666,100.0,0.0,11068.0,0.0,27.1,100.391,0.9600000000000001
NOR,McLaren,1,60,282.5,99.0,0.0,11292.5,0.0,27.1,94.844,0.68
VER,Red Bull Racing,1,61,288.0,100.0,0.0,11351.0,0.0,27.1,92.594,0.68
HAM,Mercedes,1,56,252.0,100.0,0.0,10585.5,0.0,27.1,97.672,0.68
STR,Aston Martin,1,55,238.5,99.0,0.0,11427.0,1.0,27.1,99.078,0.68
TSU,AlphaTauri,1,58,272.6666666666667,100.0,0.0,10822.333333333334,0.0,27.1,96.20300000000002,0.881
ALO,Aston Martin,1,58,269.0,99.0,0.0,11170.666666666666,0.0,27.1,96.516,0.881
HUL,Haas F1 Team,1,55,243.0,100.0,0.0,11206.5,0.0,27.1,99.828,0.68
MAG,Haas F1 Team,1,54,203.33333333333334,99.0,0.0,11122.0,0.0,27.1,101.985,0.881
PIA,McLaren,1,61,293.5,99.0,0.0,10409.0,0.0,27.1,94.328,0.68
LEC,Ferrari,1,61,299.0,99.0,0.0,10647.0,0.0,27.1,93.485,0.4
PER,Red Bull Racing,1,56,251.66666666666666,100.0,34.666666666666664,11249.333333333334,0.0,27.1,98.485,0.881
SAR,Williams,1,54,200.66666666666666,100.0,0.0,10766.666666666666,1.0,27.1,102.485,0.881
GAS,Alpine,1,57,262.6666666666667,100.0,0.0,11430.666666666666,0.0,27.1,96.95300000000002,0.881
BOT,Alfa Romeo,1,55,226.75,100.0,0.0,11585.25,0.0,27.1,100.75,1.121
OCO,Alpine,1,56,251.0,100.0,0.0,10974.0,0.0,27.1,98.844,0.881
LEC,Ferrari,1,62,303.0,99.0,0.0,10773.333333333334,0.0,27.1,93.485,0.7210000000000001
RUS,Mercedes,1,60,288.0,100.0,0.0,10596.333333333334,0.0,27.1,95.235,0.7210000000000001
STR,Aston Martin,1,56,256.25,99.0,0.0,10986.25,1.0,27.1,99.078,0.881
VER,Red Bull Racing,1,62,289.0,100.0,0.0,11419.5,0.0,27.1,92.594,0.48100000000000004
HAM,Mercedes,1,57,266.0,100.0,0.0,11029.666666666666,0.0,27.1,97.67199999999998,0.7210000000000001
ZHO,Alfa Romeo,1,55,225.5,100.0,0.0,11202.75,0.0,27.1,101.297,0.881
NOR,McLaren,1,61,285.3333333333333,99.0,0.0,11389.333333333334,0.0,27.1,94.844,0.7210000000000001
ALB,Williams,1,54,217.75,100.0,0.0,11076.25,1.0,27.1,101.0,0.881
RIC,AlphaTauri,1,55,231.25,100.0,0.0,11035.75,0.0,27.1,100.391,0.921
SAI,Ferrari,1,56,238.0,99.0,0.0,10937.333333333334,0.0,27.1,100.17199999999998,0.601
PIA,McLaren,1,62,297.3333333333333,99.0,0.0,10533.0,0.0,27.1,94.32800000000002,0.601
HUL,Haas F1 Team,1,56,252.0,100.0,0.0,11538.333333333334,0.0,27.1,99.82800000000002,0.601
ALO,Aston Martin,1,59,275.3333333333333,99.0,0.0,11241.666666666666,0.0,27.1,96.516,0.72
SAR,Williams,1,55,225.0,100.0,0.0,10770.5,1.0,27.1,102.485,0.9199999999999999
MAG,Haas F1 Team,1,55,225.0,99.0,0.0,11208.5,0.0,27.1,101.985,0.9199999999999999
GAS,Alpine,1,58,271.3333333333333,100.0,0.0,10562.0,0.0,27.1,96.95300000000002,0.72
PER,Red Bull Racing,1,57,265.0,100.0,0.0,10999.666666666666,0.0,27.1,98.485,0.72
TSU,AlphaTauri,1,59,281.3333333333333,100.0,0.0,11114.333333333334,0.0,27.1,96.20300000000002,0.72
OCO,Alpine,1,57,264.0,100.0,0.0,11490.666666666666,0.0,27.1,98.844,0.72
VER,Red Bull Racing,1,63,289.0,100.0,0.0,11590.666666666666,0.0,27.1,92.594,0.72
RUS,Mercedes,1,61,292.3333333333333,100.0,0.0,10768.333333333334,0.0,27.1,95.235,0.68
LEC,Ferrari,1,63,306.6666666666667,99.0,0.0,10950.0,0.0,27.1,93.485,0.68
HAM,Mercedes,1,58,273.0,100.0,0.0,11314.666666666666,0.0,27.1,97.67199999999998,0.68
NOR,McLaren,1,62,287.0,99.0,0.0,11466.666666666666,0.0,27.1,94.844,0.68
BOT,Alfa Romeo,1,56,247.75,100.0,0.0,11330.75,0.0,27.1,100.75,0.8400000000000001
HUL,Haas F1 Team,1,57,260.5,100.0,0.0,11559.25,0.0,27.1,99.828,1.0
STR,Aston Martin,1,57,264.3333333333333,99.0,0.0,11036.0,1.0,27.1,99.07800000000002,0.68
PIA,McLaren,1,63,302.0,99.0,0.0,10680.333333333334,0.0,27.1,94.32800000000002,0.68
ALB,Williams,1,55,238.66666666666666,100.0,0.0,11312.0,1.0,27.1,101.0,0.68
ZHO,Alfa Romeo,1,56,245.66666666666666,100.0,0.0,11263.333333333334,0.0,27.1,101.29699999999998,0.68
SAI,Ferrari,1,57,252.0,99.0,0.0,11401.5,0.0,27.1,100.172,1.0
ALO,Aston Martin,1,60,281.0,99.0,0.0,10389.666666666666,0.0,27.1,96.516,0.68
TSU,AlphaTauri,1,60,285.0,100.0,0.0,11284.666666666666,0.0,27.1,96.20300000000002,0.68
PER,Red Bull Racing,1,58,273.6666666666667,100.0,0.0,10835.0,0.0,27.1,98.485,0.68
RIC,AlphaTauri,1,56,247.33333333333334,100.0,0.0,11151.333333333334,0.0,27.1,100.391,0.68
OCO,Alpine,1,58,273.0,100.0,0.0,10985.666666666666,0.0,27.1,98.844,0.68
VER,Red Bull Racing,1,64,294.0,100.0,0.0,11680.333333333334,0.0,27.1,92.594,0.68
GAS,Alpine,1,59,278.0,100.0,0.0,10668.0,0.0,27.1,96.95300000000002,0.68
RUS,Mercedes,1,62,294.0,100.0,0.0,10829.0,0.0,27.1,95.235,0.64
HAM,Mercedes,1,59,280.3333333333333,100.0,0.0,10840.0,0.0,27.1,97.67199999999998,0.64
SAR,Williams,1,56,245.33333333333334,100.0,0.0,11224.666666666666,1.0,27.1,102.485,0.64
NOR,McLaren,1,63,289.0,99.0,0.0,11517.666666666666,0.0,27.1,94.844,0.64
MAG,Haas F1 Team,1,56,241.33333333333334,99.0,0.0,11106.333333333334,0.0,27.1,101.985,0.64
LEC,Ferrari,1,64,312.0,99.0,0.0,11108.666666666666,0.0,27.1,93.485,0.64
ZHO,Alfa Romeo,1,57,257.0,100.0,0.0,10897.666666666666,0.0,27.1,101.29699999999998,0.719
STR,Aston Martin,1,58,270.0,99.0,0.0,11237.0,1.0,27.1,99.07800000000002,0.719
ALB,Williams,1,56,252.66666666666666,100.0,0.0,10549.0,1.0,27.1,101.0,0.719
PIA,McLaren,1,64,304.3333333333333,99.0,0.0,10743.0,0.0,27.1,94.32800000000002,0.719
BOT,Alfa Romeo,1,57,260.3333333333333,100.0,0.0,11440.0,0.0,27.1,100.75,0.719
GAS,Alpine,1,60,286.0,100.0,0.0,10892.333333333334,0.0,27.1,96.95300000000002,0.679
PER,Red Bull Racing,1,59,283.3333333333333,100.0,0.0,11242.666666666666,0.0,27.1,98.485,0.679
OCO,Alpine,1,59,282.3333333333333,100.0,0.0,10781.0,0.0,27.1,98.844,0.679
ALO,Aston Martin,1,61,287.0,99.0,0.0,10576.333333333334,0.0,27.1,96.516,0.679
RIC,AlphaTauri,1,57,259.3333333333333,100.0,0.0,11375.666666666666,0.0,27.1,100.391,0.679
VER,Red Bull Racing,1,65,295.6666666666667,100.0,0.0,11648.666666666666,0.0,27.1,92.594,0.679
HUL,Haas F1 Team,1,58,274.3333333333333,100.0,0.0,10988.333333333334,0.0,27.1,99.82800000000002,0.679
TSU,AlphaTauri,1,61,289.0,100.0,0.0,11413.333333333334,0.0,27.1,96.20300000000002,0.679
SAI,Ferrari,1,58,266.3333333333333,99.0,0.0,10632.0,0.0,27.1,100.17199999999998,0.679
SAR,Williams,1,57,259.3333333333333,100.0,0.0,10786.333333333334,1.0,27.1,102.485,0.879
NOR,McLaren,1,64,290.5,99.0,0.0,11579.0,0.0,27.1,94.844,0.519
MAG,Haas F1 Team,1,57,249.66666666666666,99.0,0.0,11340.666666666666,0.0,27.1,101.985,0.879
HAM,Mercedes,1,60,287.0,100.0,0.0,10555.5,0.0,27.1,97.672,0.519
RUS,Mercedes,1,63,294.0,100.0,0.0,10836.5,0.0,27.1,95.235,0.519
LEC,Ferrari,1,65,312.5,99.0,0.0,11095.0,0.0,27.1,93.485,0.519
PIA,McLaren,1,65,306.0,99.0,0.0,10793.0,0.0,27.1,94.328,0.28
STR,Aston Martin,1,59,286.0,99.0,0.0,10831.0,1.0,27.1,99.078,0.64
ZHO,Alfa Romeo,1,58,269.0,100.0,0.0,10812.5,0.0,27.1,101.297,0.64
BOT,Alfa Romeo,1,58,270.5,100.0,0.0,10822.0,0.0,27.1,100.75,0.64
ALB,Williams,1,57,264.0,100.0,0.0,11000.5,1.0,27.1,101.0,0.64
NOR,McLaren,1,65,291.0,99.0,0.0,11592.0,0.0,27.1,94.844,0.6799999999999999
HAM,Mercedes,1,61,294.0,100.0,0.0,10826.5,0.0,27.1,97.672,0.6799999999999999
LEC,Ferrari,1,66,310.5,78.0,50.0,10755.5,0.0,27.1,93.485,0.6799999999999999
VER,Red Bull Racing,1,66,295.0,100.0,0.0,11596.0,0.0,27.1,92.594,0.36
PER,Red Bull Racing,1,60,290.0,100.0,0.0,11448.0,0.0,27.1,98.485,0.6799999999999999
RIC,AlphaTauri,1,58,270.0,100.0,0.0,10664.0,0.0,27.1,100.391,0.6799999999999999
GAS,Alpine,1,61,291.5,100.0,0.0,11124.0,0.0,27.1,96.953,0.6799999999999999
RUS,Mercedes,1,64,295.0,100.0,0.0,10834.0,0.0,27.1,95.235,0.6799999999999999
HUL,Haas F1 Team,1,59,283.0,100.0,0.0,11403.0,0.0,27.1,99.828,0.36
PIA,McLaren,1,66,307.0,99.0,0.0,10739.0,0.0,27.1,94.328,0.6799999999999999
OCO,Alpine,1,60,290.0,100.0,0.0,11095.0,0.0,27.1,98.844,0.6799999999999999
ALO,Aston Martin,1,62,288.5,99.0,0.0,10571.0,0.0,27.1,96.516,0.6799999999999999
TSU,AlphaTauri,1,62,291.0,100.0,0.0,11468.0,0.0,27.1,96.203,0.36
SAI,Ferrari,1,59,274.0,99.0,0.0,11064.5,0.0,27.1,100.172,0.6799999999999999
TSU,AlphaTauri,1,63,295.5,100.0,0.0,11655.5,0.0,27.1,96.203,0.64
VER,Red Bull Racing,1,67,276.0,34.666666666666664,66.66666666666667,11132.0,0.0,27.1,92.594,0.96
HUL,Haas F1 Team,1,60,289.0,100.0,0.0,11561.5,0.0,27.1,99.828,0.64
ALB,Williams,1,58,272.5,100.0,0.0,11276.5,1.0,27.1,101.0,0.64
BOT,Alfa Romeo,1,59,277.5,100.0,0.0,11188.5,0.0,27.1,100.75,0.64
MAG,Haas F1 Team,1,58,267.0,99.0,0.0,11203.0,0.0,27.1,101.985,0.64
ZHO,Alfa Romeo,1,59,280.6666666666667,100.0,0.0,11245.666666666666,0.0,27.1,101.29699999999998,0.96
SAR,Williams,1,58,268.0,100.0,0.0,11141.0,1.0,27.1,102.485,0.64
STR,Aston Martin,1,60,297.5,97.0,0.0,10991.0,1.0,27.1,99.078,0.64
RUS,Mercedes,1,65,294.5,100.0,0.0,10821.0,0.0,27.1,95.235,0.64
LEC,Ferrari,1,67,262.0,0.0,100.0,10294.0,0.0,27.1,93.485,0.64
PER,Red Bull Racing,1,61,294.5,100.0,0.0,11620.5,0.0,27.1,98.485,0.64
NOR,McLaren,1,66,288.5,43.5,50.0,11499.5,0.0,27.1,94.844,0.64
GAS,Alpine,1,62,294.0,100.0,0.0,11239.5,0.0,27.1,96.953,0.64
RIC,AlphaTauri,1,59,280.5,100.0,0.0,11146.0,0.0,27.1,100.391,0.64
PIA,McLaren,1,67,281.0,0.0,100.0,10089.5,0.0,27.1,94.328,0.64
OCO,Alpine,1,61,295.0,100.0,0.0,11257.0,0.0,27.1,98.844,0.64
HAM,Mercedes,1,62,297.0,100.0,0.0,10937.0,0.0,27.1,97.672,0.64
ALO,Aston Martin,1,63,289.5,99.0,0.0,10651.5,0.0,27.1,96.516,0.64
SAI,Ferrari,1,60,283.0,99.0,0.0,11353.0,0.0,27.1,100.172,0.64
MAG,Haas F1 Team,1,59,272.0,99.0,0.0,10674.0,0.0,27.1,101.985,0.32
BOT,Alfa Romeo,1,60,284.0,100.0,0.0,11394.0,0.0,27.1,100.75,0.32
HUL,Haas F1 Team,1,61,295.0,100.0,0.0,11506.0,0.0,27.1,99.828,0.8
SAR,Williams,1,59,270.0,100.0,0.0,11268.0,1.0,27.1,102.485,0.8
ALB,Williams,1,59,279.0,100.0,0.0,11452.0,1.0,27.1,101.0,0.8
TSU,AlphaTauri,1,64,296.0,100.0,0.0,11648.0,0.0,27.1,96.203,0.8
STR,Aston Martin,1,61,300.0,99.0,0.0,11036.0,1.0,27.1,99.078,0.32
HAM,Mercedes,1,63,303.0,100.0,0.0,11148.0,0.0,27.1,97.672,0.6799999999999999
MAG,Haas F1 Team,1,60,287.25,99.0,0.0,11513.5,0.0,27.1,101.985,1.12
OCO,Alpine,1,62,295.0,100.0,0.0,11327.0,0.0,27.1,98.844,0.48
PIA,McLaren,1,68,203.5,0.0,100.0,10968.25,0.0,27.1,94.328,1.12
PER,Red Bull Racing,1,62,299.0,100.0,0.0,10679.0,0.0,27.1,98.485,0.6799999999999999
