Driver,Team,LapNumber,LapTimeSeconds,Stint,TyreLife,Compound,TrackStatus,PitInTime,PitOutTime
STR,Aston Martin,55,89.458,3.0,13.0,MEDIUM,1,,
STR,Aston Martin,56,89.655,3.0,14.0,MEDIUM,1,,
STR,Aston Martin,57,89.486,3.0,15.0,MEDIUM,1,,
STR,Aston Martin,58,89.683,3.0,16.0,MEDIUM,1,,
RIC,AlphaTauri,1,99.948,1.0,1.0,MEDIUM,1,,
RIC,AlphaTauri,2,92.742,1.0,2.0,MEDIUM,1,,
RIC,AlphaTauri,3,91.519,1.0,3.0,MEDIUM,1,,
RIC,AlphaTauri,4,91.284,1.0,4.0,MEDIUM,1,,
RIC,AlphaTauri,5,91.326,1.0,5.0,MEDIUM,1,,
RIC,AlphaTauri,6,91.064,1.0,6.0,MEDIUM,1,,
RIC,AlphaTauri,7,93.072,1.0,7.0,MEDIUM,1,0 days 01:13:14.715000,
RIC,AlphaTauri,8,110.258,2.0,1.0,HARD,1,,0 days 01:13:36.418000
RIC,AlphaTauri,9,89.815,2.0,2.0,HARD,1,,
RIC,AlphaTauri,10,90.238,2.0,3.0,HARD,1,,
RIC,AlphaTauri,11,90.43,2.0,4.0,HARD,1,,
RIC,AlphaTauri,12,90.078,2.0,5.0,HARD,1,,
RIC,AlphaTauri,13,90.271,2.0,6.0,HARD,1,,
RIC,AlphaTauri,14,90.424,2.0,7.0,HARD,1,,
RIC,AlphaTauri,15,90.475,2.0,8.0,HARD,1,,
RIC,AlphaTauri,16,90.482,2.0,9.0,HARD,1,,
RIC,AlphaTauri,17,90.391,2.0,10.0,HARD,1,,
RIC,AlphaTauri,18,90.697,2.0,11.0,HARD,1,,
RIC,AlphaTauri,19,90.418,2.0,12.0,HARD,1,,
RIC,AlphaTauri,20,91.085,2.0,13.0,HARD,1,,
RIC,AlphaTauri,21,90.686,2.0,14.0,HARD,1,,
RIC,AlphaTauri,22,90.883,2.0,15.0,HARD,1,,
RIC,AlphaTauri,23,90.476,2.0,16.0,HARD,1,,
RIC,AlphaTauri,24,90.295,2.0,17.0,HARD,1,,
RIC,AlphaTauri,25,91.132,2.0,18.0,HARD,1,,
RIC,AlphaTauri,26,91.949,2.0,19.0,HARD,1,,
RIC,AlphaTauri,27,90.737,2.0,20.0,HARD,1,,
RIC,AlphaTauri,28,90.697,2.0,21.0,HARD,1,,
RIC,AlphaTauri,29,91.307,2.0,22.0,HARD,1,,
RIC,AlphaTauri,30,90.678,2.0,23.0,HARD,1,,
RIC,AlphaTauri,31,92.484,2.0,24.0,HARD,1,0 days 01:49:51.049000,
RIC,AlphaTauri,32,110.058,3.0,1.0,HARD,1,,0 days 01:50:12.831000
RIC,AlphaTauri,33,89.349,3.0,2.0,HARD,1,,
RIC,AlphaTauri,34,89.584,3.0,3.0,HARD,1,,
RIC,AlphaTauri,35,89.814,3.0,4.0,HARD,1,,
RIC,AlphaTauri,36,90.531,3.0,5.0,HARD,1,,
RIC,AlphaTauri,37,91.968,3.0,6.0,HARD,1,,
RIC,AlphaTauri,38,91.008,3.0,7.0,HARD,1,,
RIC,AlphaTauri,39,90.068,3.0,8.0,HARD,1,,
RIC,AlphaTauri,40,88.841,3.0,9.0,HARD,1,,
RIC,AlphaTauri,41,88.838,3.0,10.0,HARD,1,,
RIC,AlphaTauri,42,88.581,3.0,11.0,HARD,1,,
RIC,AlphaTauri,43,90.055,3.0,12.0,HARD,1,,
RIC,AlphaTauri,44,88.818,3.0,13.0,HARD,1,,
RIC,AlphaTauri,45,88.705,3.0,14.0,HARD,1,,
RIC,AlphaTauri,46,88.708,3.0,15.0,HARD,1,,
RIC,AlphaTauri,47,88.571,3.0,16.0,HARD,1,,
RIC,AlphaTauri,48,88.702,3.0,17.0,HARD,1,,
RIC,AlphaTauri,49,88.791,3.0,18.0,HARD,1,,
RIC,AlphaTauri,50,89.065,3.0,19.0,HARD,1,,
RIC,AlphaTauri,51,89.332,3.0,20.0,HARD,1,,
RIC,AlphaTauri,52,88.743,3.0,21.0,HARD,1,,
RIC,AlphaTauri,53,88.742,3.0,22.0,HARD,1,,
RIC,AlphaTauri,54,88.76,3.0,23.0,HARD,1,,
RIC,AlphaTauri,55,88.871,3.0,24.0,HARD,1,,
RIC,AlphaTauri,56,88.929,3.0,25.0,HARD,1,,
RIC,AlphaTauri,57,89.06,3.0,26.0,HARD,1,,
RIC,AlphaTauri,58,89.02,3.0,27.0,HARD,1,,
OCO,Alpine,1,98.197,1.0,1.0,MEDIUM,1,,
OCO,Alpine,2,91.81,1.0,2.0,MEDIUM,1,,
OCO,Alpine,3,91.033,1.0,3.0,MEDIUM,1,,
OCO,Alpine,4,90.988,1.0,4.0,MEDIUM,1,,
OCO,Alpine,5,90.994,1.0,5.0,MEDIUM,1,,
OCO,Alpine,6,90.689,1.0,6.0,MEDIUM,1,,
OCO,Alpine,7,90.932,1.0,7.0,MEDIUM,1,,
OCO,Alpine,8,90.997,1.0,8.0,MEDIUM,1,,
OCO,Alpine,9,91.073,1.0,9.0,MEDIUM,1,,
OCO,Alpine,10,91.254,1.0,10.0,MEDIUM,1,,
OCO,Alpine,11,91.422,1.0,11.0,MEDIUM,1,,
OCO,Alpine,12,91.527,1.0,12.0,MEDIUM,1,,
OCO,Alpine,13,91.77,1.0,13.0,MEDIUM,1,,
OCO,Alpine,14,91.647,1.0,14.0,MEDIUM,1,,
OCO,Alpine,15,93.667,1.0,15.0,MEDIUM,1,0 days 01:25:21.816000,
OCO,Alpine,16,110.615,2.0,1.0,HARD,1,,0 days 01:25:43.863000
OCO,Alpine,17,90.134,2.0,2.0,HARD,1,,
OCO,Alpine,18,90.276,2.0,3.0,HARD,1,,
OCO,Alpine,19,90.132,2.0,4.0,HARD,1,,
OCO,Alpine,20,90.128,2.0,5.0,HARD,1,,
OCO,Alpine,21,90.246,2.0,6.0,HARD,1,,
OCO,Alpine,22,90.756,2.0,7.0,HARD,1,,
OCO,Alpine,23,91.726,2.0,8.0,HARD,1,,
OCO,Alpine,24,90.791,2.0,9.0,HARD,1,,
OCO,Alpine,25,90.338,2.0,10.0,HARD,1,,
OCO,Alpine,26,90.993,2.0,11.0,HARD,1,,
OCO,Alpine,27,90.578,2.0,12.0,HARD,1,,
OCO,Alpine,28,90.322,2.0,13.0,HARD,1,,
OCO,Alpine,29,90.504,2.0,14.0,HARD,1,,
OCO,Alpine,30,90.514,2.0,15.0,HARD,1,,
OCO,Alpine,31,90.319,2.0,16.0,HARD,1,,
OCO,Alpine,32,90.243,2.0,17.0,HARD,1,,
OCO,Alpine,33,90.244,2.0,18.0,HARD,1,,
OCO,Alpine,34,90.033,2.0,19.0,HARD,1,,
OCO,Alpine,35,90.474,2.0,20.0,HARD,1,,
OCO,Alpine,36,90.622,2.0,21.0,HARD,1,,
OCO,Alpine,37,90.307,2.0,22.0,HARD,1,,
OCO,Alpine,38,90.138,2.0,23.0,HARD,1,,
OCO,Alpine,39,92.095,2.0,24.0,HARD,1,,
OCO,Alpine,40,90.447,2.0,25.0,HARD,1,,
OCO,Alpine,41,90.252,2.0,26.0,HARD,1,,
OCO,Alpine,42,90.742,2.0,27.0,HARD,1,,
OCO,Alpine,43,91.081,2.0,28.0,HARD,1,,
OCO,Alpine,44,90.431,2.0,29.0,HARD,1,,
OCO,Alpine,45,90.163,2.0,30.0,HARD,1,,
OCO,Alpine,46,90.113,2.0,31.0,HARD,1,,
OCO,Alpine,47,90.177,2.0,32.0,HARD,1,,
OCO,Alpine,48,90.359,2.0,33.0,HARD,1,,
OCO,Alpine,49,90.258,2.0,34.0,HARD,1,,
OCO,Alpine,50,90.986,2.0,35.0,HARD,1,,
OCO,Alpine,51,90.31,2.0,36.0,HARD,1,,
OCO,Alpine,52,90.984,2.0,37.0,HARD,1,,
OCO,Alpine,53,90.283,2.0,38.0,HARD,1,,
OCO,Alpine,54,90.272,2.0,39.0,HARD,1,,
OCO,Alpine,55,90.287,2.0,40.0,HARD,1,,
OCO,Alpine,56,90.208,2.0,41.0,HARD,1,,
OCO,Alpine,57,90.477,2.0,42.0,HARD,1,,
OCO,Alpine,58,90.639,2.0,43.0,HARD,1,,
GAS,Alpine,1,96.636,1.0,1.0,MEDIUM,1,,
GAS,Alpine,2,91.774,1.0,2.0,MEDIUM,1,,
GAS,Alpine,3,90.824,1.0,3.0,MEDIUM,1,,
GAS,Alpine,4,90.758,1.0,4.0,MEDIUM,1,,
GAS,Alpine,5,90.764,1.0,5.0,MEDIUM,1,,
GAS,Alpine,6,90.886,1.0,6.0,MEDIUM,1,,
GAS,Alpine,7,90.787,1.0,7.0,MEDIUM,1,,
GAS,Alpine,8,90.944,1.0,8.0,MEDIUM,1,,
GAS,Alpine,9,91.305,1.0,9.0,MEDIUM,1,,
GAS,Alpine,10,91.136,1.0,10.0,MEDIUM,1,,
GAS,Alpine,11,91.467,1.0,11.0,MEDIUM,1,,
GAS,Alpine,12,92.492,1.0,12.0,MEDIUM,1,,
GAS,Alpine,13,91.532,1.0,13.0,MEDIUM,1,,
GAS,Alpine,14,91.457,1.0,14.0,MEDIUM,1,,
GAS,Alpine,15,91.986,1.0,15.0,MEDIUM,1,,
GAS,Alpine,16,92.273,1.0,16.0,MEDIUM,1,,
GAS,Alpine,17,94.709,1.0,17.0,MEDIUM,1,0 days 01:28:25.470000,
GAS,Alpine,18,111.405,2.0,1.0,HARD,1,,0 days 01:28:48.501000
GAS,Alpine,19,90.0,2.0,2.0,HARD,1,,
GAS,Alpine,20,90.242,2.0,3.0,HARD,1,,
GAS,Alpine,21,90.422,2.0,4.0,HARD,1,,
GAS,Alpine,22,90.179,2.0,5.0,HARD,1,,
GAS,Alpine,23,91.158,2.0,6.0,HARD,1,,
GAS,Alpine,24,90.802,2.0,7.0,HARD,1,,
GAS,Alpine,25,90.852,2.0,8.0,HARD,1,,
GAS,Alpine,26,90.629,2.0,9.0,HARD,1,,
GAS,Alpine,27,90.404,2.0,10.0,HARD,1,,
GAS,Alpine,28,90.496,2.0,11.0,HARD,1,,
GAS,Alpine,29,90.329,2.0,12.0,HARD,1,,
GAS,Alpine,30,90.392,2.0,13.0,HARD,1,,
GAS,Alpine,31,90.239,2.0,14.0,HARD,1,,
GAS,Alpine,32,92.563,2.0,15.0,HARD,1,0 days 01:51:25.611000,
GAS,Alpine,33,111.301,3.0,1.0,HARD,1,,0 days 01:51:49.064000
GAS,Alpine,34,89.151,3.0,2.0,HARD,1,,
GAS,Alpine,35,89.016,3.0,3.0,HARD,1,,
GAS,Alpine,36,89.351,3.0,4.0,HARD,1,,
GAS,Alpine,37,90.01,3.0,5.0,HARD,1,,
GAS,Alpine,38,90.098,3.0,6.0,HARD,1,,
GAS,Alpine,39,90.797,3.0,7.0,HARD,1,,
GAS,Alpine,40,89.859,3.0,8.0,HARD,1,,
GAS,Alpine,41,89.621,3.0,9.0,HARD,1,,
GAS,Alpine,42,89.231,3.0,10.0,HARD,1,,
GAS,Alpine,43,89.717,3.0,11.0,HARD,1,,
GAS,Alpine,44,89.77,3.0,12.0,HARD,1,,
GAS,Alpine,45,89.503,3.0,13.0,HARD,1,,
GAS,Alpine,46,89.428,3.0,14.0,HARD,1,,
GAS,Alpine,47,89.726,3.0,15.0,HARD,1,,
GAS,Alpine,48,89.505,3.0,16.0,HARD,1,,
GAS,Alpine,49,89.518,3.0,17.0,HARD,1,,
GAS,Alpine,50,89.549,3.0,18.0,HARD,1,,
GAS,Alpine,51,89.445,3.0,19.0,HARD,1,,
GAS,Alpine,52,89.587,3.0,20.0,HARD,1,,
GAS,Alpine,53,89.532,3.0,21.0,HARD,1,,
GAS,Alpine,54,89.435,3.0,22.0,HARD,1,,
GAS,Alpine,55,89.307,3.0,23.0,HARD,1,,
GAS,Alpine,56,89.496,3.0,24.0,HARD,1,,
GAS,Alpine,57,89.642,3.0,25.0,HARD,1,,
GAS,Alpine,58,89.547,3.0,26.0,HARD,1,,
ALB,Williams,1,100.625,1.0,2.0,MEDIUM,1,,
ALB,Williams,2,93.56,1.0,3.0,MEDIUM,1,,
ALB,Williams,3,91.768,1.0,4.0,MEDIUM,1,,
ALB,Williams,4,91.591,1.0,5.0,MEDIUM,1,,
ALB,Williams,5,91.422,1.0,6.0,MEDIUM,1,,
ALB,Williams,6,91.491,1.0,7.0,MEDIUM,1,,
ALB,Williams,7,91.438,1.0,8.0,MEDIUM,1,,
ALB,Williams,8,91.58,1.0,9.0,MEDIUM,1,,
ALB,Williams,9,91.644,1.0,10.0,MEDIUM,1,,
ALB,Williams,10,91.978,1.0,11.0,MEDIUM,1,,
ALB,Williams,11,91.962,1.0,12.0,MEDIUM,1,,
ALB,Williams,12,91.958,1.0,13.0,MEDIUM,1,,
ALB,Williams,13,91.7,1.0,14.0,MEDIUM,1,,
ALB,Williams,14,91.655,1.0,15.0,MEDIUM,1,,
ALB,Williams,15,91.729,1.0,16.0,MEDIUM,1,,
ALB,Williams,16,94.282,1.0,17.0,MEDIUM,1,0 days 01:27:04.174000,
ALB,Williams,17,111.901,2.0,1.0,HARD,1,,0 days 01:27:26.424000
ALB,Williams,18,90.463,2.0,2.0,HARD,1,,
ALB,Williams,19,90.573,2.0,3.0,HARD,1,,
ALB,Williams,20,90.392,2.0,4.0,HARD,1,,
ALB,Williams,21,90.54,2.0,5.0,HARD,1,,
ALB,Williams,22,90.706,2.0,6.0,HARD,1,,
ALB,Williams,23,90.272,2.0,7.0,HARD,1,,
ALB,Williams,24,90.511,2.0,8.0,HARD,1,,
ALB,Williams,25,90.655,2.0,9.0,HARD,1,,
ALB,Williams,26,90.092,2.0,10.0,HARD,1,,
ALB,Williams,27,90.728,2.0,11.0,HARD,1,,
ALB,Williams,28,90.631,2.0,12.0,HARD,1,,
ALB,Williams,29,90.588,2.0,13.0,HARD,1,,
ALB,Williams,30,90.591,2.0,14.0,HARD,1,,
ALB,Williams,31,90.555,2.0,15.0,HARD,1,,
ALB,Williams,32,90.35,2.0,16.0,HARD,1,,
ALB,Williams,33,90.447,2.0,17.0,HARD,1,,
ALB,Williams,34,90.026,2.0,18.0,HARD,1,,
ALB,Williams,35,89.987,2.0,19.0,HARD,1,,
ALB,Williams,36,90.341,2.0,20.0,HARD,1,,
ALB,Williams,37,90.413,2.0,21.0,HARD,1,,
ALB,Williams,38,90.238,2.0,22.0,HARD,1,,
ALB,Williams,39,90.497,2.0,23.0,HARD,1,,
ALB,Williams,40,90.331,2.0,24.0,HARD,1,,
ALB,Williams,41,90.31,2.0,25.0,HARD,1,,
ALB,Williams,42,90.355,2.0,26.0,HARD,1,,
ALB,Williams,43,92.175,2.0,27.0,HARD,1,0 days 02:08:08.912000,
ALB,Williams,44,109.385,3.0,1.0,HARD,1,,0 days 02:08:30.849000
ALB,Williams,45,87.845,3.0,2.0,HARD,1,,
ALB,Williams,46,88.694,3.0,3.0,HARD,1,,
ALB,Williams,47,88.74,3.0,4.0,HARD,1,,
ALB,Williams,48,88.92,3.0,5.0,HARD,1,,
ALB,Williams,49,88.761,3.0,6.0,HARD,1,,
ALB,Williams,50,89.011,3.0,7.0,HARD,1,,
ALB,Williams,51,88.675,3.0,8.0,HARD,1,,
ALB,Williams,52,88.402,3.0,9.0,HARD,1,,
ALB,Williams,53,88.608,3.0,10.0,HARD,1,,
ALB,Williams,54,88.812,3.0,11.0,HARD,1,,
ALB,Williams,55,88.742,3.0,12.0,HARD,1,,
ALB,Williams,56,88.743,3.0,13.0,HARD,1,,
ALB,Williams,57,88.749,3.0,14.0,HARD,1,,
ALB,Williams,58,88.67,3.0,15.0,HARD,1,,
HUL,Haas F1 Team,1,99.291,1.0,1.0,MEDIUM,1,,
HUL,Haas F1 Team,2,92.921,1.0,2.0,MEDIUM,1,,
HUL,Haas F1 Team,3,91.351,1.0,3.0,MEDIUM,1,,
HUL,Haas F1 Team,4,91.374,1.0,4.0,MEDIUM,1,,
HUL,Haas F1 Team,5,91.227,1.0,5.0,MEDIUM,1,,
HUL,Haas F1 Team,6,91.101,1.0,6.0,MEDIUM,1,,
HUL,Haas F1 Team,7,91.332,1.0,7.0,MEDIUM,1,,
HUL,Haas F1 Team,8,91.5,1.0,8.0,MEDIUM,1,,
HUL,Haas F1 Team,9,91.545,1.0,9.0,MEDIUM,1,,
HUL,Haas F1 Team,10,91.583,1.0,10.0,MEDIUM,1,,
HUL,Haas F1 Team,11,92.002,1.0,11.0,MEDIUM,1,,
HUL,Haas F1 Team,12,91.827,1.0,12.0,MEDIUM,1,,
HUL,Haas F1 Team,13,93.719,1.0,13.0,MEDIUM,1,0 days 01:22:24.459000,
HUL,Haas F1 Team,14,110.743,2.0,1.0,HARD,1,,0 days 01:22:46.365000
HUL,Haas F1 Team,15,90.133,2.0,2.0,HARD,1,,
HUL,Haas F1 Team,16,90.574,2.0,3.0,HARD,1,,
HUL,Haas F1 Team,17,90.356,2.0,4.0,HARD,1,,
HUL,Haas F1 Team,18,91.635,2.0,5.0,HARD,1,,
HUL,Haas F1 Team,19,90.335,2.0,6.0,HARD,1,,
HUL,Haas F1 Team,20,90.436,2.0,7.0,HARD,1,,
HUL,Haas F1 Team,21,90.636,2.0,8.0,HARD,1,,
HUL,Haas F1 Team,22,90.451,2.0,9.0,HARD,1,,
HUL,Haas F1 Team,23,91.02,2.0,10.0,HARD,1,,
HUL,Haas F1 Team,24,91.104,2.0,11.0,HARD,1,,
HUL,Haas F1 Team,25,90.868,2.0,12.0,HARD,1,,
HUL,Haas F1 Team,26,91.444,2.0,13.0,HARD,1,,
HUL,Haas F1 Team,27,92.085,2.0,14.0,HARD,1,,
HUL,Haas F1 Team,28,91.58,2.0,15.0,HARD,1,,
HUL,Haas F1 Team,29,91.768,2.0,16.0,HARD,1,,
HUL,Haas F1 Team,30,90.667,2.0,17.0,HARD,1,,
HUL,Haas F1 Team,31,90.593,2.0,18.0,HARD,1,,
HUL,Haas F1 Team,32,90.845,2.0,19.0,HARD,1,,
HUL,Haas F1 Team,33,92.455,2.0,20.0,HARD,1,0 days 01:53:04.250000,
HUL,Haas F1 Team,34,110.198,3.0,1.0,HARD,1,,0 days 01:53:26.375000
HUL,Haas F1 Team,35,90.498,3.0,2.0,HARD,1,,
HUL,Haas F1 Team,36,89.691,3.0,3.0,HARD,1,,
HUL,Haas F1 Team,37,89.747,3.0,4.0,HARD,1,,
HUL,Haas F1 Team,38,89.462,3.0,5.0,HARD,1,,
HUL,Haas F1 Team,39,90.091,3.0,6.0,HARD,1,,
HUL,Haas F1 Team,40,90.121,3.0,7.0,HARD,1,,
HUL,Haas F1 Team,41,89.893,3.0,8.0,HARD,1,,
HUL,Haas F1 Team,42,89.396,3.0,9.0,HARD,1,,
HUL,Haas F1 Team,43,89.485,3.0,10.0,HARD,1,,
HUL,Haas F1 Team,44,89.542,3.0,11.0,HARD,1,,
HUL,Haas F1 Team,45,89.5,3.0,12.0,HARD,1,,
HUL,Haas F1 Team,46,89.456,3.0,13.0,HARD,1,,
HUL,Haas F1 Team,47,90.035,3.0,14.0,HARD,1,,
HUL,Haas F1 Team,48,90.121,3.0,15.0,HARD,1,,
HUL,Haas F1 Team,49,90.705,3.0,16.0,HARD,1,,
HUL,Haas F1 Team,50,90.2,3.0,17.0,HARD,1,,
HUL,Haas F1 Team,51,90.079,3.0,18.0,HARD,1,,
HUL,Haas F1 Team,52,90.105,3.0,19.0,HARD,1,,
HUL,Haas F1 Team,53,90.09,3.0,20.0,HARD,1,,
HUL,Haas F1 Team,54,89.667,3.0,21.0,HARD,1,,
HUL,Haas F1 Team,55,89.576,3.0,22.0,HARD,1,,
HUL,Haas F1 Team,56,89.507,3.0,23.0,HARD,1,,
HUL,Haas F1 Team,57,89.437,3.0,24.0,HARD,1,,
HUL,Haas F1 Team,58,89.217,3.0,25.0,HARD,1,,
SAR,Williams,1,102.022,1.0,2.0,MEDIUM,1,,
SAR,Williams,2,93.582,1.0,3.0,MEDIUM,1,,
SAR,Williams,3,91.4,1.0,4.0,MEDIUM,1,,
SAR,Williams,4,91.487,1.0,5.0,MEDIUM,1,,
SAR,Williams,5,92.275,1.0,6.0,MEDIUM,1,,
SAR,Williams,6,91.712,1.0,7.0,MEDIUM,1,,
SAR,Williams,7,91.157,1.0,8.0,MEDIUM,1,,
SAR,Williams,8,91.542,1.0,9.0,MEDIUM,1,,
SAR,Williams,9,91.408,1.0,10.0,MEDIUM,1,,
SAR,Williams,10,92.038,1.0,11.0,MEDIUM,1,,
SAR,Williams,11,91.882,1.0,12.0,MEDIUM,1,,
SAR,Williams,12,91.889,1.0,13.0,MEDIUM,1,,
SAR,Williams,13,92.05,1.0,14.0,MEDIUM,1,,
SAR,Williams,14,91.825,1.0,15.0,MEDIUM,1,,
SAR,Williams,15,94.856,1.0,16.0,MEDIUM,1,0 days 01:25:34.926000,
SAR,Williams,16,111.904,2.0,1.0,HARD,1,,0 days 01:25:57.081000
SAR,Williams,17,90.404,2.0,2.0,HARD,1,,
SAR,Williams,18,91.295,2.0,3.0,HARD,1,,
SAR,Williams,19,90.368,2.0,4.0,HARD,1,,
SAR,Williams,20,90.406,2.0,5.0,HARD,1,,
SAR,Williams,21,90.281,2.0,6.0,HARD,1,,
SAR,Williams,22,90.434,2.0,7.0,HARD,1,,
SAR,Williams,23,90.837,2.0,8.0,HARD,1,,
SAR,Williams,24,90.609,2.0,9.0,HARD,1,,
SAR,Williams,25,90.53,2.0,10.0,HARD,1,,
SAR,Williams,26,90.608,2.0,11.0,HARD,1,,
SAR,Williams,27,90.465,2.0,12.0,HARD,1,,
SAR,Williams,28,90.987,2.0,13.0,HARD,1,,
SAR,Williams,29,90.693,2.0,14.0,HARD,1,,
SAR,Williams,30,90.642,2.0,15.0,HARD,1,,
SAR,Williams,31,90.647,2.0,16.0,HARD,1,,
SAR,Williams,32,91.13,2.0,17.0,HARD,1,,
SAR,Williams,33,90.878,2.0,18.0,HARD,1,,
SAR,Williams,34,90.769,2.0,19.0,HARD,1,,
SAR,Williams,35,90.545,2.0,20.0,HARD,1,,
SAR,Williams,36,90.74,2.0,21.0,HARD,1,,
SAR,Williams,37,91.78,2.0,22.0,HARD,1,,
SAR,Williams,38,91.231,2.0,23.0,HARD,1,,
SAR,Williams,39,91.989,2.0,24.0,HARD,1,,
SAR,Williams,40,91.754,2.0,25.0,HARD,1,,
SAR,Williams,41,92.696,2.0,26.0,HARD,1,0 days 02:05:19.430000,
SAR,Williams,42,110.027,3.0,1.0,HARD,1,,0 days 02:05:41.351000
SAR,Williams,43,88.58,3.0,2.0,HARD,1,,
SAR,Williams,44,88.645,3.0,3.0,HARD,1,,
SAR,Williams,45,88.791,3.0,4.0,HARD,1,,
SAR,Williams,46,88.918,3.0,5.0,HARD,1,,
SAR,Williams,47,89.458,3.0,6.0,HARD,1,,
SAR,Williams,48,89.931,3.0,7.0,HARD,1,,
SAR,Williams,49,88.896,3.0,8.0,HARD,1,,
SAR,Williams,50,88.98,3.0,9.0,HARD,1,,
SAR,Williams,51,88.837,3.0,10.0,HARD,1,,
SAR,Williams,52,88.64,3.0,11.0,HARD,1,,
SAR,Williams,53,88.943,3.0,12.0,HARD,1,,
SAR,Williams,54,88.923,3.0,13.0,HARD,1,,
SAR,Williams,55,89.025,3.0,14.0,HARD,1,,
SAR,Williams,56,89.43,3.0,15.0,HARD,1,,
SAR,Williams,57,89.265,3.0,16.0,HARD,1,,
SAR,Williams,58,89.379,3.0,17.0,HARD,1,,
ZHO,Alfa Romeo,1,100.96,1.0,1.0,MEDIUM,1,,
ZHO,Alfa Romeo,2,92.533,1.0,2.0,MEDIUM,1,,
ZHO,Alfa Romeo,3,91.817,1.0,3.0,MEDIUM,1,,
ZHO,Alfa Romeo,4,91.303,1.0,4.0,MEDIUM,1,,
ZHO,Alfa Romeo,5,91.44,1.0,5.0,MEDIUM,1,,
ZHO,Alfa Romeo,6,91.331,1.0,6.0,MEDIUM,1,,
ZHO,Alfa Romeo,7,91.227,1.0,7.0,MEDIUM,1,,
ZHO,Alfa Romeo,8,91.318,1.0,8.0,MEDIUM,1,,
ZHO,Alfa Romeo,9,91.662,1.0,9.0,MEDIUM,1,,
ZHO,Alfa Romeo,10,91.936,1.0,10.0,MEDIUM,1,,
ZHO,Alfa Romeo,11,91.845,1.0,11.0,MEDIUM,1,,
ZHO,Alfa Romeo,12,92.298,1.0,12.0,MEDIUM,1,,
ZHO,Alfa Romeo,13,93.899,1.0,13.0,MEDIUM,1,0 days 01:22:27.381000,
ZHO,Alfa Romeo,14,112.402,2.0,1.0,HARD,1,,0 days 01:22:50.255000
ZHO,Alfa Romeo,15,90.762,2.0,2.0,HARD,1,,
ZHO,Alfa Romeo,16,90.842,2.0,3.0,HARD,1,,
ZHO,Alfa Romeo,17,90.892,2.0,4.0,HARD,1,,
ZHO,Alfa Romeo,18,90.973,2.0,5.0,HARD,1,,
ZHO,Alfa Romeo,19,91.083,2.0,6.0,HARD,1,,
ZHO,Alfa Romeo,20,91.099,2.0,7.0,HARD,1,,
ZHO,Alfa Romeo,21,91.055,2.0,8.0,HARD,1,,
ZHO,Alfa Romeo,22,90.353,2.0,9.0,HARD,1,,
ZHO,Alfa Romeo,23,90.707,2.0,10.0,HARD,1,,
ZHO,Alfa Romeo,24,90.957,2.0,11.0,HARD,1,,
ZHO,Alfa Romeo,25,90.695,2.0,12.0,HARD,1,,
ZHO,Alfa Romeo,26,91.879,2.0,13.0,HARD,1,,
ZHO,Alfa Romeo,27,90.619,2.0,14.0,HARD,1,,
ZHO,Alfa Romeo,28,90.782,2.0,15.0,HARD,1,,
ZHO,Alfa Romeo,29,90.608,2.0,16.0,HARD,1,,
ZHO,Alfa Romeo,30,91.054,2.0,17.0,HARD,1,,
ZHO,Alfa Romeo,31,90.935,2.0,18.0,HARD,1,,
ZHO,Alfa Romeo,32,90.874,2.0,19.0,HARD,1,,
ZHO,Alfa Romeo,33,90.844,2.0,20.0,HARD,1,,
ZHO,Alfa Romeo,34,90.941,2.0,21.0,HARD,1,,
ZHO,Alfa Romeo,35,90.594,2.0,22.0,HARD,1,,
ZHO,Alfa Romeo,36,90.67,2.0,23.0,HARD,1,,
ZHO,Alfa Romeo,37,92.936,2.0,24.0,HARD,1,0 days 01:59:11.949000,
ZHO,Alfa Romeo,38,110.896,3.0,1.0,MEDIUM,1,,0 days 01:59:34.262000
ZHO,Alfa Romeo,39,88.951,3.0,2.0,MEDIUM,1,,
ZHO,Alfa Romeo,40,89.081,3.0,3.0,MEDIUM,1,,
ZHO,Alfa Romeo,41,89.402,3.0,4.0,MEDIUM,1,,
ZHO,Alfa Romeo,42,88.972,3.0,5.0,MEDIUM,1,,
ZHO,Alfa Romeo,43,88.746,3.0,6.0,MEDIUM,1,,
ZHO,Alfa Romeo,44,89.083,3.0,7.0,MEDIUM,1,,
ZHO,Alfa Romeo,45,89.89,3.0,8.0,MEDIUM,1,,
ZHO,Alfa Romeo,46,89.324,3.0,9.0,MEDIUM,1,,
ZHO,Alfa Romeo,47,89.409,3.0,10.0,MEDIUM,1,,
ZHO,Alfa Romeo,48,89.383,3.0,11.0,MEDIUM,1,,
ZHO,Alfa Romeo,49,89.766,3.0,12.0,MEDIUM,1,,
ZHO,Alfa Romeo,50,89.704,3.0,13.0,MEDIUM,1,,
ZHO,Alfa Romeo,51,89.702,3.0,14.0,MEDIUM,1,,
ZHO,Alfa Romeo,52,89.608,3.0,15.0,MEDIUM,1,,
ZHO,Alfa Romeo,53,89.781,3.0,16.0,MEDIUM,1,,
ZHO,Alfa Romeo,54,90.289,3.0,17.0,MEDIUM,1,,
ZHO,Alfa Romeo,55,90.416,3.0,18.0,MEDIUM,1,,
ZHO,Alfa Romeo,56,90.2,3.0,19.0,MEDIUM,1,,
ZHO,Alfa Romeo,57,90.991,3.0,20.0,MEDIUM,1,,
