Driver,Team,LapNumber,LapTimeSeconds,Stint,TyreLife,Compound,TrackStatus,PitInTime,PitOutTime
ZHO,Alfa Romeo,58,90.327,3.0,21.0,MEDIUM,1,,
SAI,Ferrari,1,99.674,1.0,1.0,HARD,1,,
SAI,Ferrari,2,91.98,1.0,2.0,HARD,1,,
SAI,Ferrari,3,91.308,1.0,3.0,HARD,1,,
SAI,Ferrari,4,91.099,1.0,4.0,HARD,1,,
SAI,Ferrari,5,91.158,1.0,5.0,HARD,1,,
SAI,Ferrari,6,91.175,1.0,6.0,HARD,1,,
SAI,Ferrari,7,91.301,1.0,7.0,HARD,1,,
SAI,Ferrari,8,91.263,1.0,8.0,HARD,1,,
SAI,Ferrari,9,90.965,1.0,9.0,HARD,1,,
SAI,Ferrari,10,91.305,1.0,10.0,HARD,1,,
SAI,Ferrari,11,91.085,1.0,11.0,HARD,1,,
SAI,Ferrari,12,91.278,1.0,12.0,HARD,1,,
SAI,Ferrari,13,91.385,1.0,13.0,HARD,1,,
SAI,Ferrari,14,91.416,1.0,14.0,HARD,1,,
SAI,Ferrari,15,91.619,1.0,15.0,HARD,1,,
SAI,Ferrari,16,91.197,1.0,16.0,HARD,1,,
SAI,Ferrari,17,91.621,1.0,17.0,HARD,1,,
SAI,Ferrari,18,90.96,1.0,18.0,HARD,1,,
SAI,Ferrari,19,91.551,1.0,19.0,HARD,1,,
SAI,Ferrari,20,90.933,1.0,20.0,HARD,1,,
SAI,Ferrari,21,92.184,1.0,21.0,HARD,1,,
SAI,Ferrari,22,92.071,1.0,22.0,HARD,1,,
SAI,Ferrari,23,93.587,1.0,23.0,HARD,1,0 days 01:37:35.917000,
SAI,Ferrari,24,109.257,2.0,1.0,HARD,1,,0 days 01:37:57.136000
SAI,Ferrari,25,90.188,2.0,2.0,HARD,1,,
SAI,Ferrari,26,90.007,2.0,3.0,HARD,1,,
SAI,Ferrari,27,89.841,2.0,4.0,HARD,1,,
SAI,Ferrari,28,89.977,2.0,5.0,HARD,1,,
SAI,Ferrari,29,89.64,2.0,6.0,HARD,1,,
SAI,Ferrari,30,89.7,2.0,7.0,HARD,1,,
SAI,Ferrari,31,89.764,2.0,8.0,HARD,1,,
SAI,Ferrari,32,89.897,2.0,9.0,HARD,1,,
SAI,Ferrari,33,89.76,2.0,10.0,HARD,1,,
SAI,Ferrari,34,89.674,2.0,11.0,HARD,1,,
SAI,Ferrari,35,89.494,2.0,12.0,HARD,1,,
SAI,Ferrari,36,90.228,2.0,13.0,HARD,1,,
SAI,Ferrari,37,89.807,2.0,14.0,HARD,1,,
SAI,Ferrari,38,89.746,2.0,15.0,HARD,1,,
SAI,Ferrari,39,90.581,2.0,16.0,HARD,1,,
SAI,Ferrari,40,89.635,2.0,17.0,HARD,1,,
SAI,Ferrari,41,89.495,2.0,18.0,HARD,1,,
SAI,Ferrari,42,89.452,2.0,19.0,HARD,1,,
SAI,Ferrari,43,89.612,2.0,20.0,HARD,1,,
SAI,Ferrari,44,89.809,2.0,21.0,HARD,1,,
SAI,Ferrari,45,90.132,2.0,22.0,HARD,1,,
SAI,Ferrari,46,90.712,2.0,23.0,HARD,1,,
SAI,Ferrari,47,91.102,2.0,24.0,HARD,1,,
SAI,Ferrari,48,90.565,2.0,25.0,HARD,1,,
SAI,Ferrari,49,90.033,2.0,26.0,HARD,1,,
SAI,Ferrari,50,89.873,2.0,27.0,HARD,1,,
SAI,Ferrari,51,89.718,2.0,28.0,HARD,1,,
SAI,Ferrari,52,89.645,2.0,29.0,HARD,1,,
SAI,Ferrari,53,89.775,2.0,30.0,HARD,1,,
SAI,Ferrari,54,89.734,2.0,31.0,HARD,1,,
SAI,Ferrari,55,89.654,2.0,32.0,HARD,1,,
SAI,Ferrari,56,91.454,2.0,33.0,HARD,1,0 days 02:27:23.852000,
SAI,Ferrari,57,110.847,3.0,1.0,SOFT,1,0 days 02:29:14.600000,0 days 02:27:45.461000
BOT,Alfa Romeo,1,100.3,1.0,1.0,HARD,1,,
BOT,Alfa Romeo,2,92.77,1.0,2.0,HARD,1,,
BOT,Alfa Romeo,3,91.698,1.0,3.0,HARD,1,,
BOT,Alfa Romeo,4,91.281,1.0,4.0,HARD,1,,
BOT,Alfa Romeo,5,91.445,1.0,5.0,HARD,1,,
BOT,Alfa Romeo,6,91.122,1.0,6.0,HARD,1,,
BOT,Alfa Romeo,7,91.189,1.0,7.0,HARD,1,,
BOT,Alfa Romeo,8,91.206,1.0,8.0,HARD,1,,
BOT,Alfa Romeo,9,91.716,1.0,9.0,HARD,1,,
BOT,Alfa Romeo,10,91.713,1.0,10.0,HARD,1,,
BOT,Alfa Romeo,11,91.616,1.0,11.0,HARD,1,,
BOT,Alfa Romeo,12,91.78,1.0,12.0,HARD,1,,
BOT,Alfa Romeo,13,91.887,1.0,13.0,HARD,1,,
BOT,Alfa Romeo,14,91.709,1.0,14.0,HARD,1,,
BOT,Alfa Romeo,15,91.436,1.0,15.0,HARD,1,,
BOT,Alfa Romeo,16,91.475,1.0,16.0,HARD,1,,
BOT,Alfa Romeo,17,91.561,1.0,17.0,HARD,1,,
BOT,Alfa Romeo,18,92.236,1.0,18.0,HARD,1,,
BOT,Alfa Romeo,19,92.309,1.0,19.0,HARD,1,,
BOT,Alfa Romeo,20,92.795,1.0,20.0,HARD,1,,
BOT,Alfa Romeo,21,92.462,1.0,21.0,HARD,1,,
BOT,Alfa Romeo,22,92.922,1.0,22.0,HARD,1,,
BOT,Alfa Romeo,23,92.934,1.0,23.0,HARD,1,,
BOT,Alfa Romeo,24,92.36,1.0,24.0,HARD,1,,
BOT,Alfa Romeo,25,92.139,1.0,25.0,HARD,1,,
BOT,Alfa Romeo,26,92.821,1.0,26.0,HARD,1,,
BOT,Alfa Romeo,27,91.817,1.0,27.0,HARD,1,,
BOT,Alfa Romeo,28,92.424,1.0,28.0,HARD,1,,
BOT,Alfa Romeo,29,94.094,1.0,29.0,HARD,1,0 days 01:47:00.973000,
BOT,Alfa Romeo,30,113.086,2.0,1.0,MEDIUM,1,,0 days 01:47:23.598000
BOT,Alfa Romeo,31,91.308,2.0,2.0,MEDIUM,1,,
BOT,Alfa Romeo,32,90.245,2.0,3.0,MEDIUM,1,,
BOT,Alfa Romeo,33,90.623,2.0,4.0,MEDIUM,1,,
BOT,Alfa Romeo,34,90.473,2.0,5.0,MEDIUM,1,,
BOT,Alfa Romeo,35,90.401,2.0,6.0,MEDIUM,1,,
BOT,Alfa Romeo,36,90.207,2.0,7.0,MEDIUM,1,,
BOT,Alfa Romeo,37,90.246,2.0,8.0,MEDIUM,1,,
BOT,Alfa Romeo,38,90.016,2.0,9.0,MEDIUM,1,,
BOT,Alfa Romeo,39,90.001,2.0,10.0,MEDIUM,1,,
BOT,Alfa Romeo,40,90.345,2.0,11.0,MEDIUM,1,,
BOT,Alfa Romeo,41,90.161,2.0,12.0,MEDIUM,1,,
BOT,Alfa Romeo,42,89.863,2.0,13.0,MEDIUM,1,,
BOT,Alfa Romeo,43,91.418,2.0,14.0,MEDIUM,1,,
BOT,Alfa Romeo,44,89.999,2.0,15.0,MEDIUM,1,,
BOT,Alfa Romeo,45,90.495,2.0,16.0,MEDIUM,1,,
BOT,Alfa Romeo,46,89.998,2.0,17.0,MEDIUM,1,,
BOT,Alfa Romeo,47,90.448,2.0,18.0,MEDIUM,1,,
BOT,Alfa Romeo,48,90.492,2.0,19.0,MEDIUM,1,,
BOT,Alfa Romeo,49,90.688,2.0,20.0,MEDIUM,1,,
BOT,Alfa Romeo,50,91.586,2.0,21.0,MEDIUM,1,,
BOT,Alfa Romeo,51,91.017,2.0,22.0,MEDIUM,1,,
BOT,Alfa Romeo,52,90.924,2.0,23.0,MEDIUM,1,,
BOT,Alfa Romeo,53,91.713,2.0,24.0,MEDIUM,1,,
BOT,Alfa Romeo,54,90.855,2.0,25.0,MEDIUM,1,,
BOT,Alfa Romeo,55,90.53,2.0,26.0,MEDIUM,1,,
BOT,Alfa Romeo,56,90.13,2.0,27.0,MEDIUM,1,,
BOT,Alfa Romeo,57,90.55,2.0,28.0,MEDIUM,1,,
MAG,Haas F1 Team,1,101.597,1.0,1.0,MEDIUM,1,,
MAG,Haas F1 Team,2,93.067,1.0,2.0,MEDIUM,1,,
MAG,Haas F1 Team,3,91.711,1.0,3.0,MEDIUM,1,,
MAG,Haas F1 Team,4,91.593,1.0,4.0,MEDIUM,1,,
MAG,Haas F1 Team,5,93.881,1.0,5.0,MEDIUM,1,0 days 01:10:15.623000,
MAG,Haas F1 Team,6,110.942,2.0,1.0,HARD,1,,0 days 01:10:38.326000
MAG,Haas F1 Team,7,90.445,2.0,2.0,HARD,1,,
MAG,Haas F1 Team,8,90.312,2.0,3.0,HARD,1,,
MAG,Haas F1 Team,9,90.325,2.0,4.0,HARD,1,,
MAG,Haas F1 Team,10,90.814,2.0,5.0,HARD,1,,
MAG,Haas F1 Team,11,91.051,2.0,6.0,HARD,1,,
MAG,Haas F1 Team,12,90.791,2.0,7.0,HARD,1,,
MAG,Haas F1 Team,13,90.956,2.0,8.0,HARD,1,,
MAG,Haas F1 Team,14,91.074,2.0,9.0,HARD,1,,
MAG,Haas F1 Team,15,91.241,2.0,10.0,HARD,1,,
MAG,Haas F1 Team,16,91.91,2.0,11.0,HARD,1,,
MAG,Haas F1 Team,17,92.454,2.0,12.0,HARD,1,,
MAG,Haas F1 Team,18,92.108,2.0,13.0,HARD,1,,
MAG,Haas F1 Team,19,92.16,2.0,14.0,HARD,1,,
MAG,Haas F1 Team,20,91.521,2.0,15.0,HARD,1,,
MAG,Haas F1 Team,21,91.95,2.0,16.0,HARD,1,,
MAG,Haas F1 Team,22,94.337,2.0,17.0,HARD,1,0 days 01:36:30.012000,
MAG,Haas F1 Team,23,111.422,3.0,1.0,HARD,1,,0 days 01:36:52.121000
MAG,Haas F1 Team,24,91.448,3.0,2.0,HARD,1,,
MAG,Haas F1 Team,25,90.592,3.0,3.0,HARD,1,,
MAG,Haas F1 Team,26,90.599,3.0,4.0,HARD,1,,
MAG,Haas F1 Team,27,90.691,3.0,5.0,HARD,1,,
MAG,Haas F1 Team,28,90.709,3.0,6.0,HARD,1,,
MAG,Haas F1 Team,29,90.628,3.0,7.0,HARD,1,,
MAG,Haas F1 Team,30,90.116,3.0,8.0,HARD,1,,
MAG,Haas F1 Team,31,90.631,3.0,9.0,HARD,1,,
MAG,Haas F1 Team,32,90.684,3.0,10.0,HARD,1,,
MAG,Haas F1 Team,33,90.437,3.0,11.0,HARD,1,,
MAG,Haas F1 Team,34,90.452,3.0,12.0,HARD,1,,
MAG,Haas F1 Team,35,90.413,3.0,13.0,HARD,1,,
MAG,Haas F1 Team,36,90.674,3.0,14.0,HARD,1,,
MAG,Haas F1 Team,37,90.345,3.0,15.0,HARD,1,,
MAG,Haas F1 Team,38,90.376,3.0,16.0,HARD,1,,
MAG,Haas F1 Team,39,90.425,3.0,17.0,HARD,1,,
MAG,Haas F1 Team,40,91.437,3.0,18.0,HARD,1,,
MAG,Haas F1 Team,41,90.48,3.0,19.0,HARD,1,,
MAG,Haas F1 Team,42,90.356,3.0,20.0,HARD,1,,
MAG,Haas F1 Team,43,90.057,3.0,21.0,HARD,1,,
MAG,Haas F1 Team,44,90.084,3.0,22.0,HARD,1,,
MAG,Haas F1 Team,45,90.11,3.0,23.0,HARD,1,,
MAG,Haas F1 Team,46,89.934,3.0,24.0,HARD,1,,
MAG,Haas F1 Team,47,91.923,3.0,25.0,HARD,1,,
MAG,Haas F1 Team,48,90.657,3.0,26.0,HARD,1,,
MAG,Haas F1 Team,49,90.553,3.0,27.0,HARD,1,,
MAG,Haas F1 Team,50,90.509,3.0,28.0,HARD,1,,
MAG,Haas F1 Team,51,90.432,3.0,29.0,HARD,1,,
MAG,Haas F1 Team,52,91.497,3.0,30.0,HARD,1,,
MAG,Haas F1 Team,53,90.445,3.0,31.0,HARD,1,,
MAG,Haas F1 Team,54,90.207,3.0,32.0,HARD,1,,
MAG,Haas F1 Team,55,90.252,3.0,33.0,HARD,1,,
MAG,Haas F1 Team,56,90.429,3.0,34.0,HARD,1,,
MAG,Haas F1 Team,57,91.256,3.0,35.0,HARD,1,,
