Year,Event,Session,Driver,Team,LapNumber,micro_sector,Speed,Throttle,TyreLife,AirTemp,LapTimeSeconds,TimeSeconds
2023,Abu Dhabi,R,VER,Red Bull Racing,18,13,187.76373767464483,0.0,2.0,27.7,89.896,20.4918
2023,Abu Dhabi,R,VER,Red Bull Racing,18,14,110.07914530578753,29.49464563809524,2.0,27.7,89.896,23.069538461
2023,Abu Dhabi,R,VER,Red Bull Racing,18,15,177.70759719212532,99.65550892572146,2.0,27.7,89.896,25.653866666
2023,Abu Dhabi,R,VER,Red Bull Racing,18,16,230.46325448727274,100.0,2.0,27.7,89.896,27.513363636
2023,Abu Dhabi,R,VER,Red Bull Racing,18,17,253.96799880533337,100.0,2.0,27.7,89.896,28.7996
2023,Abu Dhabi,R,VER,Red Bull Racing,18,18,274.7230308848485,100.0,2.0,27.7,89.896,30.1807
2023,Abu Dhabi,R,VER,Red Bull Racing,18,19,287.82687745335016,100.0,2.0,27.7,89.896,31.4761
2023,Abu Dhabi,R,VER,Red Bull Racing,18,20,296.2420589867928,100.0,2.0,27.7,89.896,32.787888888
2023,Abu Dhabi,R,VER,Red Bull Racing,18,21,301.37975279076477,100.0,2.0,27.7,89.896,33.979666666
2023,Abu Dhabi,R,VER,Red Bull Racing,18,22,304.6885416711111,100.0,2.0,27.7,89.896,35.065111111
2023,Abu Dhabi,R,VER,Red Bull Racing,18,23,304.24640618,100.0,2.0,27.7,89.896,36.253375
2023,Abu Dhabi,R,VER,Red Bull Racing,18,24,300.1914249503337,57.91666962962964,2.0,27.7,89.896,37.436111111
2023,Abu Dhabi,R,VER,Red Bull Racing,18,25,189.0815975681492,0.0,2.0,27.7,89.896,39.125142857
2023,Abu Dhabi,R,VER,Red Bull Racing,18,26,81.99534541757824,14.638081409306123,2.0,27.7,89.896,42.403771428
2023,Abu Dhabi,R,VER,Red Bull Racing,18,27,143.13014763206954,86.39804477056386,2.0,27.7,89.896,45.92185
2023,Abu Dhabi,R,VER,Red Bull Racing,18,28,217.95908843369963,100.0,2.0,27.7,89.896,47.991384615
2023,Abu Dhabi,R,VER,Red Bull Racing,18,29,251.52681743515151,100.0,2.0,27.7,89.896,49.453454545
2023,Abu Dhabi,R,VER,Red Bull Racing,18,30,271.29891198753245,100.0,2.0,27.7,89.896,50.83590909
2023,Abu Dhabi,R,VER,Red Bull Racing,18,31,285.48336051458574,100.0,2.0,27.7,89.896,52.12125
2023,Abu Dhabi,R,VER,Red Bull Racing,18,32,293.69524320620417,100.0,2.0,27.7,89.896,53.2105
2023,Abu Dhabi,R,VER,Red Bull Racing,18,33,300.64206344126984,100.0,2.0,27.7,89.896,54.739
2023,Abu Dhabi,R,VER,Red Bull Racing,18,34,299.580000256,82.876001664,2.0,27.7,89.896,55.7216
2023,Abu Dhabi,R,VER,Red Bull Racing,18,35,242.85333933010992,0.0,2.0,27.7,89.896,57.140461538
2023,Abu Dhabi,R,VER,Red Bull Racing,18,36,169.94220758344588,12.346882339306058,2.0,27.7,89.896,58.995588235
2023,Abu Dhabi,R,VER,Red Bull Racing,18,37,170.3465446,74.40279017333333,2.0,27.7,89.896,61.0906875
2023,Abu Dhabi,R,VER,Red Bull Racing,18,38,212.59704326582013,100.0,2.0,27.7,89.896,62.92475
2023,Abu Dhabi,R,VER,Red Bull Racing,18,39,247.2610896698405,100.0,2.0,27.7,89.896,64.560363636
2023,Abu Dhabi,R,VER,Red Bull Racing,18,40,261.4584915003162,97.67625088,2.0,27.7,89.896,65.933875
2023,Abu Dhabi,R,VER,Red Bull Racing,18,41,252.7743304698413,12.242362844444445,2.0,27.7,89.896,67.330583333
2023,Abu Dhabi,R,VER,Red Bull Racing,18,42,166.17876964285713,0.0,2.0,27.7,89.896,69.2370625
2023,Abu Dhabi,R,VER,Red Bull Racing,18,43,109.2725443793482,33.880645318516514,2.0,27.7,89.896,71.834
2023,Abu Dhabi,R,VER,Red Bull Racing,18,44,142.71981506657838,26.951330745790678,2.0,27.7,89.896,74.620058823
2023,Abu Dhabi,R,VER,Red Bull Racing,18,45,146.06570806044445,45.15313628749207,2.0,27.7,89.896,77.16255
2023,Abu Dhabi,R,VER,Red Bull Racing,18,46,198.55558569413216,100.0,2.0,27.7,89.896,79.262428571
2023,Abu Dhabi,R,VER,Red Bull Racing,18,47,238.10590266666668,79.85706103703704,2.0,27.7,89.896,80.954083333
2023,Abu Dhabi,R,VER,Red Bull Racing,18,48,238.5738635927273,72.83295374545455,2.0,27.7,89.896,82.508272727
2023,Abu Dhabi,R,VER,Red Bull Racing,18,49,209.151564,13.533333333333333,2.0,27.7,89.896,84.168666666
2023,Abu Dhabi,R,VER,Red Bull Racing,18,50,129.8329316920798,28.852651221548822,2.0,27.7,89.896,86.299388888
2023,Abu Dhabi,R,VER,Red Bull Racing,18,51,183.3565816002852,99.90454533475935,2.0,27.7,89.896,88.659
2023,Abu Dhabi,R,VER,Red Bull Racing,18,52,220.32222208,100.0,2.0,27.7,89.896,89.869333333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,0,236.69953438753245,100.0,3.0,27.7,89.386,0.681272727
2023,Abu Dhabi,R,VER,Red Bull Racing,19,1,261.79872634074076,100.0,3.0,27.7,89.386,2.163333333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,2,272.85117453575754,63.82992892121212,3.0,27.7,89.386,3.42190909
2023,Abu Dhabi,R,VER,Red Bull Racing,19,3,183.3794842164706,1.8480400313725491,3.0,27.7,89.386,5.185294117
2023,Abu Dhabi,R,VER,Red Bull Racing,19,4,164.1951247413051,84.45462864479718,3.0,27.7,89.386,7.404444444
2023,Abu Dhabi,R,VER,Red Bull Racing,19,5,221.77640835901877,99.10511393939395,3.0,27.7,89.386,9.283583333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,6,237.43941404462205,86.17913743962706,3.0,27.7,89.386,10.816846153
2023,Abu Dhabi,R,VER,Red Bull Racing,19,7,251.02318191376625,87.91295403636364,3.0,27.7,89.386,12.287636363
2023,Abu Dhabi,R,VER,Red Bull Racing,19,8,251.746999936,88.74704482909091,3.0,27.7,89.386,13.6762
2023,Abu Dhabi,R,VER,Red Bull Racing,19,9,262.37285677764936,100.0,3.0,27.7,89.386,15.078272727
2023,Abu Dhabi,R,VER,Red Bull Racing,19,10,277.454624832,100.0,3.0,27.7,89.386,16.4438
2023,Abu Dhabi,R,VER,Red Bull Racing,19,11,286.8348215568254,100.0,3.0,27.7,89.386,17.711555555
2023,Abu Dhabi,R,VER,Red Bull Racing,19,12,283.01033904197527,37.96990334814815,3.0,27.7,89.386,19.009333333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,13,177.53874309633477,0.0,3.0,27.7,89.386,20.6872
2023,Abu Dhabi,R,VER,Red Bull Racing,19,14,107.54115868177156,29.771442192820512,3.0,27.7,89.386,23.392115384
2023,Abu Dhabi,R,VER,Red Bull Racing,19,15,178.91965861659864,99.81428553142857,3.0,27.7,89.386,25.906857142
2023,Abu Dhabi,R,VER,Red Bull Racing,19,16,232.21724042613283,100.0,3.0,27.7,89.386,27.697538461
2023,Abu Dhabi,R,VER,Red Bull Racing,19,17,265.41591533431546,100.0,3.0,27.7,89.386,29.2159
2023,Abu Dhabi,R,VER,Red Bull Racing,19,18,287.61575978909093,100.0,3.0,27.7,89.386,30.594625
2023,Abu Dhabi,R,VER,Red Bull Racing,19,19,301.79774323492063,100.0,3.0,27.7,89.386,31.7
2023,Abu Dhabi,R,VER,Red Bull Racing,19,20,312.73161404952384,100.0,3.0,27.7,89.386,32.703666666
2023,Abu Dhabi,R,VER,Red Bull Racing,19,21,320.5480095857143,100.0,3.0,27.7,89.386,33.979375
2023,Abu Dhabi,R,VER,Red Bull Racing,19,22,324.36985112380955,100.0,3.0,27.7,89.386,35.0716
2023,Abu Dhabi,R,VER,Red Bull Racing,19,23,328.23439507028667,100.0,3.0,27.7,89.386,36.214857142
2023,Abu Dhabi,R,VER,Red Bull Racing,19,24,315.9753308388007,29.351853827160497,3.0,27.7,89.386,37.380222222
2023,Abu Dhabi,R,VER,Red Bull Racing,19,25,190.46148410615874,0.0,3.0,27.7,89.386,38.853933333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,26,84.1344354885016,16.011404644372124,3.0,27.7,89.386,42.093371428
2023,Abu Dhabi,R,VER,Red Bull Racing,19,27,137.74365055719298,82.91320378345864,3.0,27.7,89.386,45.484157894
2023,Abu Dhabi,R,VER,Red Bull Racing,19,28,214.73107795387753,100.0,3.0,27.7,89.386,47.531307692
2023,Abu Dhabi,R,VER,Red Bull Racing,19,29,249.97272878227398,100.0,3.0,27.7,89.386,49.074818181
2023,Abu Dhabi,R,VER,Red Bull Racing,19,30,269.51648693950415,100.0,3.0,27.7,89.386,50.439272727
2023,Abu Dhabi,R,VER,Red Bull Racing,19,31,283.75579543272727,100.0,3.0,27.7,89.386,51.7337
2023,Abu Dhabi,R,VER,Red Bull Racing,19,32,293.2992974095868,100.0,3.0,27.7,89.386,53.085272727
2023,Abu Dhabi,R,VER,Red Bull Racing,19,33,299.99777763555556,100.0,3.0,27.7,89.386,54.2895
2023,Abu Dhabi,R,VER,Red Bull Racing,19,34,303.2478110715932,99.38364563174012,3.0,27.7,89.386,55.4088
2023,Abu Dhabi,R,VER,Red Bull Racing,19,35,248.63887069829727,7.2727272727272725,3.0,27.7,89.386,56.803818181
2023,Abu Dhabi,R,VER,Red Bull Racing,19,36,168.06355804862747,10.311175411092435,3.0,27.7,89.386,58.690588235
2023,Abu Dhabi,R,VER,Red Bull Racing,19,37,171.40671685360488,79.6680987895873,3.0,27.7,89.386,60.597733333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,38,217.12906448331577,100.0,3.0,27.7,89.386,62.611583333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,39,247.1017862653968,100.0,3.0,27.7,89.386,64.067153846
2023,Abu Dhabi,R,VER,Red Bull Racing,19,40,265.6953034278788,99.92414778181819,3.0,27.7,89.386,65.606545454
2023,Abu Dhabi,R,VER,Red Bull Racing,19,41,260.7625005333333,20.5718776,3.0,27.7,89.386,66.918375
2023,Abu Dhabi,R,VER,Red Bull Racing,19,42,204.56791439246226,0.0,3.0,27.7,89.386,68.444266666
2023,Abu Dhabi,R,VER,Red Bull Racing,19,43,110.60103551431557,28.41095580813853,3.0,27.7,89.386,71.036
2023,Abu Dhabi,R,VER,Red Bull Racing,19,44,141.23455182436092,38.497849944327484,3.0,27.7,89.386,74.106263157
2023,Abu Dhabi,R,VER,Red Bull Racing,19,45,145.0980089837037,37.299038349629626,3.0,27.7,89.386,76.433777777
2023,Abu Dhabi,R,VER,Red Bull Racing,19,46,194.67643450285715,99.40825845714286,3.0,27.7,89.386,78.589571428
2023,Abu Dhabi,R,VER,Red Bull Racing,19,47,235.57705325841272,79.5677683720635,3.0,27.7,89.386,80.3295
2023,Abu Dhabi,R,VER,Red Bull Racing,19,48,237.7429602153461,72.65885796647207,3.0,27.7,89.386,81.832181818
2023,Abu Dhabi,R,VER,Red Bull Racing,19,49,226.01097687912022,38.154650235897435,3.0,27.7,89.386,83.360384615
2023,Abu Dhabi,R,VER,Red Bull Racing,19,50,133.22301104,16.529828581818183,3.0,27.7,89.386,85.48840909
2023,Abu Dhabi,R,VER,Red Bull Racing,19,51,170.04904973382756,96.05185137777777,3.0,27.7,89.386,87.775333333
2023,Abu Dhabi,R,VER,Red Bull Racing,19,52,215.85500144,100.0,3.0,27.7,89.386,89.15025
2023,Abu Dhabi,R,VER,Red Bull Racing,20,0,236.63628360596158,100.0,4.0,27.7,89.628,0.682166666
2023,Abu Dhabi,R,VER,Red Bull Racing,20,1,262.4037694419753,100.0,4.0,27.7,89.628,2.154222222
2023,Abu Dhabi,R,VER,Red Bull Racing,20,2,268.56027818666666,62.979168,4.0,27.7,89.628,3.5462
2023,Abu Dhabi,R,VER,Red Bull Racing,20,3,181.68399604994838,1.0113333333333334,4.0,27.7,89.628,5.233533333
2023,Abu Dhabi,R,VER,Red Bull Racing,20,4,169.9120881925675,81.43925655484533,4.0,27.7,89.628,7.253857142
2023,Abu Dhabi,R,VER,Red Bull Racing,20,5,223.01742390303028,97.76363636363637,4.0,27.7,89.628,9.201363636
2023,Abu Dhabi,R,VER,Red Bull Racing,20,6,237.4725154149489,83.503634183516,4.0,27.7,89.628,10.790166666
2023,Abu Dhabi,R,VER,Red Bull Racing,20,7,246.4325376009775,76.88751872625053,4.0,27.7,89.628,12.265833333
2023,Abu Dhabi,R,VER,Red Bull Racing,20,8,247.10958384128853,89.90564313837035,4.0,27.7,89.628,13.668
2023,Abu Dhabi,R,VER,Red Bull Racing,20,9,261.47867066920634,100.0,4.0,27.7,89.628,15.085583333
2023,Abu Dhabi,R,VER,Red Bull Racing,20,10,275.2893180121212,100.0,4.0,27.7,89.628,16.388363636
2023,Abu Dhabi,R,VER,Red Bull Racing,20,11,285.15079533575755,100.0,4.0,27.7,89.628,17.695
2023,Abu Dhabi,R,VER,Red Bull Racing,20,12,282.5652777777778,65.24285714285715,4.0,27.7,89.628,18.948
2023,Abu Dhabi,R,VER,Red Bull Racing,20,13,186.02880697942936,0.0,4.0,27.7,89.628,20.5084
2023,Abu Dhabi,R,VER,Red Bull Racing,20,14,110.13920146046102,30.759296379512097,4.0,27.7,89.628,23.24864
2023,Abu Dhabi,R,VER,Red Bull Racing,20,15,188.70488488067227,99.98117647058824,4.0,27.7,89.628,25.942
2023,Abu Dhabi,R,VER,Red Bull Racing,20,16,237.83852693885777,100.0,4.0,27.7,89.628,27.717307692
2023,Abu Dhabi,R,VER,Red Bull Racing,20,17,263.15133954285716,100.0,4.0,27.7,89.628,29.13125
2023,Abu Dhabi,R,VER,Red Bull Racing,20,18,278.49298678580084,100.0,4.0,27.7,89.628,30.403727272
2023,Abu Dhabi,R,VER,Red Bull Racing,20,19,289.5432062534891,100.0,4.0,27.7,89.628,31.6359
2023,Abu Dhabi,R,VER,Red Bull Racing,20,20,297.0325696948148,100.0,4.0,27.7,89.628,32.881666666
2023,Abu Dhabi,R,VER,Red Bull Racing,20,21,301.9920545400673,100.0,4.0,27.7,89.628,34.024444444
2023,Abu Dhabi,R,VER,Red Bull Racing,20,22,305.23636355324675,100.0,4.0,27.7,89.628,35.202272727
2023,Abu Dhabi,R,VER,Red Bull Racing,20,23,308.81007936000003,100.0,4.0,27.7,89.628,36.4274
2023,Abu Dhabi,R,VER,Red Bull Racing,20,24,300.3532256572717,59.468012082926215,4.0,27.7,89.628,37.619666666
2023,Abu Dhabi,R,VER,Red Bull Racing,20,25,175.68325630252102,0.0,4.0,27.7,89.628,39.23317647
2023,Abu Dhabi,R,VER,Red Bull Racing,20,26,82.45491707512159,16.791607467946484,4.0,27.7,89.628,42.447212121
2023,Abu Dhabi,R,VER,Red Bull Racing,20,27,149.6323614577778,88.10222270222222,4.0,27.7,89.628,46.0121
2023,Abu Dhabi,R,VER,Red Bull Racing,20,28,220.39382528190478,100.0,4.0,27.7,89.628,47.9955
2023,Abu Dhabi,R,VER,Red Bull Racing,20,29,251.59916688761905,100.0,4.0,27.7,89.628,49.4215
2023,Abu Dhabi,R,VER,Red Bull Racing,20,30,273.5650357445338,100.0,4.0,27.7,89.628,50.864875
2023,Abu Dhabi,R,VER,Red Bull Racing,20,31,286.0225,100.0,4.0,27.7,89.628,52.148125
2023,Abu Dhabi,R,VER,Red Bull Racing,20,32,295.0779013530864,100.0,4.0,27.7,89.628,53.352555555
2023,Abu Dhabi,R,VER,Red Bull Racing,20,33,302.01674355040734,100.0,4.0,27.7,89.628,54.627625
2023,Abu Dhabi,R,VER,Red Bull Racing,20,34,304.51692141206354,87.46555761777778,4.0,27.7,89.628,55.787444444
2023,Abu Dhabi,R,VER,Red Bull Racing,20,35,242.87970550225273,0.1750010181818182,4.0,27.7,89.628,57.115818181
2023,Abu Dhabi,R,VER,Red Bull Racing,20,36,166.94135839282913,10.925966725378151,4.0,27.7,89.628,59.05217647
2023,Abu Dhabi,R,VER,Red Bull Racing,20,37,172.61108850379352,77.01205913891297,4.0,27.7,89.628,61.087461538
2023,Abu Dhabi,R,VER,Red Bull Racing,20,38,212.12927036444444,100.0,4.0,27.7,89.628,62.745
2023,Abu Dhabi,R,VER,Red Bull Racing,20,39,248.1137695659342,100.0,4.0,27.7,89.628,64.399818181
2023,Abu Dhabi,R,VER,Red Bull Racing,20,40,265.49142857142857,100.0,4.0,27.7,89.628,65.936666666
2023,Abu Dhabi,R,VER,Red Bull Racing,20,41,264.16599935277753,22.12375,4.0,27.7,89.628,67.113875
2023,Abu Dhabi,R,VER,Red Bull Racing,20,42,179.95659805042015,0.0,4.0,27.7,89.628,68.898529411
2023,Abu Dhabi,R,VER,Red Bull Racing,20,43,113.71967921494546,33.52010552507624,4.0,27.7,89.628,71.72
2023,Abu Dhabi,R,VER,Red Bull Racing,20,44,141.66265157593108,29.437840450597736,4.0,27.7,89.628,74.62235
2023,Abu Dhabi,R,VER,Red Bull Racing,20,45,144.8722969950491,45.60933508639452,4.0,27.7,89.628,77.036944444
2023,Abu Dhabi,R,VER,Red Bull Racing,20,46,202.391270184127,100.0,4.0,27.7,89.628,79.174714285
2023,Abu Dhabi,R,VER,Red Bull Racing,20,47,239.1837623352014,90.24708712828678,4.0,27.7,89.628,80.810333333
2023,Abu Dhabi,R,VER,Red Bull Racing,20,48,244.85239565968254,85.67260362920634,4.0,27.7,89.628,82.23925
2023,Abu Dhabi,R,VER,Red Bull Racing,20,49,208.70290920758939,15.276926030769232,4.0,27.7,89.628,83.910230769
2023,Abu Dhabi,R,VER,Red Bull Racing,20,50,129.74973036267437,30.984106803809524,4.0,27.7,89.628,86.252904761
2023,Abu Dhabi,R,VER,Red Bull Racing,20,51,184.37054970702044,99.98928571428571,4.0,27.7,89.628,88.480071428
2023,Abu Dhabi,R,VER,Red Bull Racing,20,52,220.31110968888888,100.0,4.0,27.7,89.628,89.628
2023,Abu Dhabi,R,VER,Red Bull Racing,21,0,234.62922312171727,100.0,5.0,27.7,89.127,0.6466
2023,Abu Dhabi,R,VER,Red Bull Racing,21,1,263.84999992380955,100.0,5.0,27.7,89.127,2.312714285
2023,Abu Dhabi,R,VER,Red Bull Racing,21,2,272.8484667436267,74.68749333333334,5.0,27.7,89.127,3.556888888
2023,Abu Dhabi,R,VER,Red Bull Racing,21,3,176.5841694316486,2.011832704,5.0,27.7,89.127,5.2334
2023,Abu Dhabi,R,VER,Red Bull Racing,21,4,168.91925172539683,84.05757686,5.0,27.7,89.127,7.3845625
2023,Abu Dhabi,R,VER,Red Bull Racing,21,5,218.45955768080808,97.99515151515152,5.0,27.7,89.127,9.092166666
2023,Abu Dhabi,R,VER,Red Bull Racing,21,6,237.5820153142857,85.1867686704762,5.0,27.7,89.127,10.802714285
2023,Abu Dhabi,R,VER,Red Bull Racing,21,7,247.70420854949492,77.51574199595959,5.0,27.7,89.127,12.277333333
2023,Abu Dhabi,R,VER,Red Bull Racing,21,8,249.72747481694105,93.33960993246752,5.0,27.7,89.127,13.728636363
2023,Abu Dhabi,R,VER,Red Bull Racing,21,9,262.25143558518516,100.0,5.0,27.7,89.127,15.086166666
2023,Abu Dhabi,R,VER,Red Bull Racing,21,10,276.70267874285713,100.0,5.0,27.7,89.127,16.475571428
2023,Abu Dhabi,R,VER,Red Bull Racing,21,11,286.056414189899,100.0,5.0,27.7,89.127,17.723818181
2023,Abu Dhabi,R,VER,Red Bull Racing,21,12,284.13218745114636,54.21666986666666,5.0,27.7,89.127,18.949333333
2023,Abu Dhabi,R,VER,Red Bull Racing,21,13,184.1934155114519,0.0,5.0,27.7,89.127,20.55317647
2023,Abu Dhabi,R,VER,Red Bull Racing,21,14,109.0076759293773,34.47541492659341,5.0,27.7,89.127,23.319384615
2023,Abu Dhabi,R,VER,Red Bull Racing,21,15,186.73231949015099,99.9289445793549,5.0,27.7,89.127,25.937666666
2023,Abu Dhabi,R,VER,Red Bull Racing,21,16,238.0220832266667,100.0,5.0,27.7,89.127,27.790916666
2023,Abu Dhabi,R,VER,Red Bull Racing,21,17,264.6380357142857,100.0,5.0,27.7,89.127,29.048
2023,Abu Dhabi,R,VER,Red Bull Racing,21,18,285.12607495849926,100.0,5.0,27.7,89.127,30.334555555
2023,Abu Dhabi,R,VER,Red Bull Racing,21,19,300.96084742234706,100.0,5.0,27.7,89.127,31.6368
2023,Abu Dhabi,R,VER,Red Bull Racing,21,20,312.1338885688889,100.0,5.0,27.7,89.127,32.809222222
2023,Abu Dhabi,R,VER,Red Bull Racing,21,21,320.85008306173216,100.0,5.0,27.7,89.127,33.96225
2023,Abu Dhabi,R,VER,Red Bull Racing,21,22,326.3906845238095,100.0,5.0,27.7,89.127,35.101
2023,Abu Dhabi,R,VER,Red Bull Racing,21,23,330.6962673666667,93.6753922,5.0,27.7,89.127,36.16225
2023,Abu Dhabi,R,VER,Red Bull Racing,21,24,304.53714044342854,5.772,5.0,27.7,89.127,37.2642
2023,Abu Dhabi,R,VER,Red Bull Racing,21,25,153.19188184306805,0.0,5.0,27.7,89.127,39.11268421
2023,Abu Dhabi,R,VER,Red Bull Racing,21,26,81.55345065450268,20.014499867387386,5.0,27.7,89.127,42.557378378
2023,Abu Dhabi,R,VER,Red Bull Racing,21,27,152.0355434816469,89.98215899260751,5.0,27.7,89.127,45.8979375
2023,Abu Dhabi,R,VER,Red Bull Racing,21,28,221.13663230258504,100.0,5.0,27.7,89.127,47.859
2023,Abu Dhabi,R,VER,Red Bull Racing,21,29,259.0362286199134,100.0,5.0,27.7,89.127,49.34490909
2023,Abu Dhabi,R,VER,Red Bull Racing,21,30,281.1546882,100.0,5.0,27.7,89.127,50.591375
2023,Abu Dhabi,R,VER,Red Bull Racing,21,31,298.28795281977665,100.0,5.0,27.7,89.127,51.8058
2023,Abu Dhabi,R,VER,Red Bull Racing,21,32,311.5467697388521,100.0,5.0,27.7,89.127,53.062777777
2023,Abu Dhabi,R,VER,Red Bull Racing,21,33,320.991418984127,100.0,5.0,27.7,89.127,54.232222222
2023,Abu Dhabi,R,VER,Red Bull Racing,21,34,325.7673483830303,100.0,5.0,27.7,89.127,55.259833333
2023,Abu Dhabi,R,VER,Red Bull Racing,21,35,239.20328378828282,4.22348606060606,5.0,27.7,89.127,56.63
2023,Abu Dhabi,R,VER,Red Bull Racing,21,36,159.50011861515023,24.085729209992145,5.0,27.7,89.127,58.600117647
2023,Abu Dhabi,R,VER,Red Bull Racing,21,37,174.4055669002299,78.24162551724136,5.0,27.7,89.127,60.681666666
2023,Abu Dhabi,R,VER,Red Bull Racing,21,38,217.62423101538462,100.0,5.0,27.7,89.127,62.536461538
2023,Abu Dhabi,R,VER,Red Bull Racing,21,39,247.50863361054945,100.0,5.0,27.7,89.127,64.059153846
2023,Abu Dhabi,R,VER,Red Bull Racing,21,40,265.49460622681096,99.77013011948051,5.0,27.7,89.127,65.501454545
2023,Abu Dhabi,R,VER,Red Bull Racing,21,41,261.11605310843936,12.057739885714286,5.0,27.7,89.127,66.86425
2023,Abu Dhabi,R,VER,Red Bull Racing,21,42,160.31741096421052,0.0,5.0,27.7,89.127,68.775526315
2023,Abu Dhabi,R,VER,Red Bull Racing,21,43,119.56305542178825,36.36849783384748,5.0,27.7,89.127,71.6728125
2023,Abu Dhabi,R,VER,Red Bull Racing,21,44,142.65958817818182,25.89518835018908,5.0,27.7,89.127,74.2891
2023,Abu Dhabi,R,VER,Red Bull Racing,21,45,146.69559592296298,49.840062846419755,5.0,27.7,89.127,76.632944444
2023,Abu Dhabi,R,VER,Red Bull Racing,21,46,204.53347284503866,100.0,5.0,27.7,89.127,78.748916666
2023,Abu Dhabi,R,VER,Red Bull Racing,21,47,239.91776063897228,87.69971163076924,5.0,27.7,89.127,80.400307692
2023,Abu Dhabi,R,VER,Red Bull Racing,21,48,244.19557770057145,86.00631167898413,5.0,27.7,89.127,81.9172
2023,Abu Dhabi,R,VER,Red Bull Racing,21,49,204.05294579079364,12.191388408888889,5.0,27.7,89.127,83.5645625
2023,Abu Dhabi,R,VER,Red Bull Racing,21,50,132.65803491281972,34.5215482728892,5.0,27.7,89.127,85.817631578
2023,Abu Dhabi,R,VER,Red Bull Racing,21,51,188.30821447619047,100.0,5.0,27.7,89.127,88.042714285
2023,Abu Dhabi,R,VER,Red Bull Racing,21,52,222.8000032,100.0,5.0,27.7,89.127,89.104
2023,Abu Dhabi,R,VER,Red Bull Racing,22,0,236.66185946666667,100.0,6.0,27.7,89.689,0.726461538
2023,Abu Dhabi,R,VER,Red Bull Racing,22,1,261.48114027402596,100.0,6.0,27.7,89.689,2.19725
2023,Abu Dhabi,R,VER,Red Bull Racing,22,2,271.17120921436305,42.02762691843069,6.0,27.7,89.689,3.582555555
2023,Abu Dhabi,R,VER,Red Bull Racing,22,3,182.18488277903745,1.0147058823529411,6.0,27.7,89.689,5.151235294
2023,Abu Dhabi,R,VER,Red Bull Racing,22,4,168.95388906666665,81.18317485714286,6.0,27.7,89.689,7.290333333
2023,Abu Dhabi,R,VER,Red Bull Racing,22,5,221.59562126719524,96.8063856776292,6.0,27.7,89.689,9.236071428
2023,Abu Dhabi,R,VER,Red Bull Racing,22,6,235.20759634551942,82.04566873929284,6.0,27.7,89.689,10.7791
2023,Abu Dhabi,R,VER,Red Bull Racing,22,7,244.07731463703703,73.59479173333334,6.0,27.7,89.689,12.293166666
2023,Abu Dhabi,R,VER,Red Bull Racing,22,8,242.96117273304472,80.89403373621934,6.0,27.7,89.689,13.720545454
2023,Abu Dhabi,R,VER,Red Bull Racing,22,9,256.7445810813187,99.97884603076923,6.0,27.7,89.689,15.25076923
2023,Abu Dhabi,R,VER,Red Bull Racing,22,10,272.3902203742478,100.0,6.0,27.7,89.689,16.602666666
2023,Abu Dhabi,R,VER,Red Bull Racing,22,11,281.88752162077924,100.0,6.0,27.7,89.689,17.829454545
2023,Abu Dhabi,R,VER,Red Bull Racing,22,12,283.25313852813855,52.27597402597403,6.0,27.7,89.689,19.063181818
2023,Abu Dhabi,R,VER,Red Bull Racing,22,13,160.98927012610812,0.0,6.0,27.7,89.689,20.977647058
2023,Abu Dhabi,R,VER,Red Bull Racing,22,14,110.55376548345595,31.85753799161445,6.0,27.7,89.689,23.46975
2023,Abu Dhabi,R,VER,Red Bull Racing,22,15,186.43052961422225,99.72145861333334,6.0,27.7,89.689,26.0976
2023,Abu Dhabi,R,VER,Red Bull Racing,22,16,231.38718770666665,100.0,6.0,27.7,89.689,27.7833
2023,Abu Dhabi,R,VER,Red Bull Racing,22,17,259.53232818424243,100.0,6.0,27.7,89.689,29.28
2023,Abu Dhabi,R,VER,Red Bull Racing,22,18,276.7493525000391,100.0,6.0,27.7,89.689,30.601888888
2023,Abu Dhabi,R,VER,Red Bull Racing,22,19,287.2678125,100.0,6.0,27.7,89.689,31.794
2023,Abu Dhabi,R,VER,Red Bull Racing,22,20,294.9512235588571,100.0,6.0,27.7,89.689,33.0974
2023,Abu Dhabi,R,VER,Red Bull Racing,22,21,300.01125017600003,100.0,6.0,27.7,89.689,34.3721
2023,Abu Dhabi,R,VER,Red Bull Racing,22,22,303.71746031746034,100.0,6.0,27.7,89.689,35.532888888
2023,Abu Dhabi,R,VER,Red Bull Racing,22,23,306.81979797979795,100.0,6.0,27.7,89.689,36.615285714
2023,Abu Dhabi,R,VER,Red Bull Racing,22,24,299.34206790123454,56.24444444444444,6.0,27.7,89.689,37.847222222
2023,Abu Dhabi,R,VER,Red Bull Racing,22,25,176.76554803792592,0.0,6.0,27.7,89.689,39.522333333
2023,Abu Dhabi,R,VER,Red Bull Racing,22,26,82.1093948157922,18.70573903972281,6.0,27.7,89.689,42.874666666
2023,Abu Dhabi,R,VER,Red Bull Racing,22,27,148.27673985807655,88.96805608888889,6.0,27.7,89.689,46.254235294
